station_id,station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,reported_aqi,reported_aqi_category,reported_dominant_pollutant,aqi_is_valid,aqi_quality_flag,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,cloud_cover,weather_trapping_score,weather_trapping_category,landuse_type_proxy,landuse_data_source,urban_pressure_score,road_density_proxy,environmental_risk_score,pm10_pm25_ratio,pm25_pm10_ratio,no2_co_ratio,o3_no2_ratio,source_score_vehicular_traffic,source_score_industrial_combustion,source_score_construction__road_dust,source_score_biomass__fine_particle_combustion,source_score_photochemical_smog,primary_pollution_source,primary_source_score,secondary_source_score,source_score_gap,source_attribution_confidence,source_attribution_confidence_category,source_evidence,landuse_source_alignment,recommended_intervention,notebook_03_processed_time
maharashtra__mumbai__powai_mumbai_mpcb,"Powai, Mumbai - MPCB",Mumbai,Maharashtra,19.1375,72.915056,2026-07-16 05:00:00,,18.0,7.0,16.0,,,,20.0,Good,SO2,True,Valid AQI,29.0,75,0.0,10.6,31,69.09,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,33.46,,,,,0.0,0.0,0.0,0.0,0.0,Insufficient pollutant signal,0.0,0.0,0.0,0.0,Low confidence,insufficient source signal,Unknown,Monitor: Collect more pollutant and land-use data before assigning intervention.,2026-07-16 10:55:13
maharashtra__mumbai__sewri_mumbai_bmc,"Sewri, Mumbai - BMC",Mumbai,Maharashtra,19.000084,72.85673,2026-07-16 05:00:00,,,,,16.0,14.0,,,Unknown,,False,Insufficient pollutants,28.1,76,0.0,13.4,41,65.39,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,,,,,,0.0,0.0,0.0,0.0,0.0,Insufficient pollutant signal,0.0,0.0,0.0,0.0,Low confidence,insufficient source signal,Unknown,Monitor: Collect more pollutant and land-use data before assigning intervention.,2026-07-16 10:55:13
maharashtra__mumbai__shivaji_nagar_mumbai_bmc,"Shivaji Nagar, Mumbai - BMC",Mumbai,Maharashtra,19.060498,72.923356,2026-07-16 05:00:00,30.0,59.0,12.0,6.0,28.0,8.0,4.0,364.85,Very Poor,CO,True,Valid AQI,28.9,75,0.0,11.9,30,66.64,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,64.55,1.9666666666666666,0.5084745762711864,0.42857142857142855,0.6666666666666666,44.32,16.48,36.69,31.04,33.89,Vehicular traffic,44.32,36.69,7.63,33.31,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__mumbai__siddharth_nagar_worli_mumbai_iitm,"Siddharth Nagar-Worli, Mumbai - IITM",Mumbai,Maharashtra,19.000083,72.813993,2026-07-16 05:00:00,30.0,62.0,15.0,,11.0,23.0,1.0,213.91,Poor,CO,True,Valid AQI,28.0,76,0.0,13.4,41,65.39,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,49.97,2.066666666666667,0.4838709677419355,1.3636363636363635,1.5333333333333334,41.78,0.0,37.83,26.91,34.7,Vehicular traffic,41.78,37.83,3.95,30.43,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__mumbai__sion_mumbai_mpcb,"Sion, Mumbai - MPCB",Mumbai,Maharashtra,19.047,72.8746,2026-07-16 05:00:00,15.0,20.0,42.0,,18.0,,6.0,306.27,Very Poor,CO,True,Valid AQI,28.1,76,0.0,13.4,41,65.39,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,58.57,1.3333333333333333,0.75,2.3333333333333335,,50.0,0.0,32.31,28.61,0.0,Vehicular traffic,50.0,32.31,17.69,40.31,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__mumbai__worli_mumbai_mpcb,"Worli, Mumbai - MPCB",Mumbai,Maharashtra,18.9936162,72.8128113,2026-07-16 05:00:00,42.0,65.0,6.0,4.0,37.0,7.0,6.0,419.06,Severe,CO,True,Valid AQI,28.1,76,0.0,13.4,41,65.39,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,69.07,1.5476190476190477,0.6461538461538462,0.16216216216216217,1.1666666666666667,44.54,16.0,37.46,34.41,31.42,Vehicular traffic,44.54,37.46,7.08,33.3,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nagpur__ambazari_nagpur_mpcb,"Ambazari, Nagpur - MPCB",Nagpur,Maharashtra,21.121801,79.04952,2026-07-16 05:00:00,40.0,63.0,10.0,7.0,15.0,10.0,4.0,271.3,Poor,CO,True,Valid AQI,31.7,59,0.0,15.1,98,61.76,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,53.8,1.575,0.6349206349206349,0.6666666666666666,1.0,41.28,14.64,38.05,28.55,34.09,Vehicular traffic,41.28,38.05,3.23,29.86,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nagpur__mahal_nagpur_mpcb,"Mahal, Nagpur - MPCB",Nagpur,Maharashtra,21.14472,79.107595,2026-07-16 05:00:00,48.0,72.0,17.0,19.0,21.0,14.0,4.0,323.85,Very Poor,CO,True,Valid AQI,32.3,54,0.0,14.2,100,61.75,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,58.69,1.5,0.6666666666666666,0.8095238095238095,0.8235294117647058,44.23,21.36,38.51,31.0,36.21,Vehicular traffic,44.23,38.51,5.72,32.68,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nagpur__opp_gpo_civil_lines_nagpur_mpcb,"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,21.152875,79.0517531,2026-07-16 05:00:00,41.0,79.0,16.0,5.0,28.0,9.0,5.0,364.85,Very Poor,CO,True,Valid AQI,31.7,59,0.0,15.1,98,61.76,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,62.51,1.9268292682926829,0.5189873417721519,0.5714285714285714,0.5625,45.33,16.77,40.25,30.34,34.71,Vehicular traffic,45.33,40.25,5.08,33.25,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nagpur__ram_nagar_nagpur_mpcb,"Ram Nagar, Nagpur - MPCB",Nagpur,Maharashtra,21.143383,79.048912,2026-07-16 05:00:00,44.0,59.0,10.0,9.0,13.0,9.0,4.0,242.61,Poor,CO,True,Valid AQI,31.7,59,0.0,15.1,98,61.76,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,51.13,1.3409090909090908,0.7457627118644068,0.7692307692307693,0.9,40.9,15.12,37.31,29.39,33.95,Vehicular traffic,40.9,37.31,3.59,29.71,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nanded__sneh_nagar_nanded_mpcb,"Sneh Nagar, Nanded - MPCB",Nanded,Maharashtra,19.173852,77.296291,2026-07-16 05:00:00,26.0,55.0,23.0,6.0,21.0,44.0,4.0,323.85,Very Poor,CO,True,Valid AQI,31.0,56,0.0,16.0,83,57.53,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,36.19,2.1153846153846154,0.4727272727272727,1.0952380952380953,1.9130434782608696,9.73,9.14,23.57,25.79,32.22,Photochemical smog,32.22,25.79,6.43,24.48,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
maharashtra__nashik__gangapur_road_nashik_mpcb,"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,20.0073285,73.7762427,2026-07-16 05:00:00,37.0,36.0,5.0,5.0,22.0,21.0,3.0,329.7,Very Poor,CO,True,Valid AQI,26.5,74,0.0,15.4,26,59.53,Moderate trapping,Traffic / commercial proxy,Proxy from station/city naming,65,100,65.75,0.972972972972973,1.0277777777777777,0.22727272727272727,4.2,53.99,14.94,43.81,21.82,32.89,Vehicular traffic,53.99,43.81,10.18,40.85,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nashik__hirawadi_nashik_mpcb,"Hirawadi, Nashik - MPCB",Nashik,Maharashtra,20.021503,73.813844,2026-07-16 05:00:00,33.0,45.0,5.0,10.0,33.0,20.0,4.0,394.14,Very Poor,CO,True,Valid AQI,26.5,74,0.0,15.4,26,59.53,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,64.31,1.3636363636363635,0.7333333333333333,0.15151515151515152,4.0,43.51,17.58,35.96,31.39,31.84,Vehicular traffic,43.51,35.96,7.55,32.72,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__nashik__midc_ambad_nashik_mpcb,"MIDC Ambad, Nashik - MPCB",Nashik,Maharashtra,19.95022,73.73148,2026-07-16 05:00:00,41.0,63.0,5.0,2.0,15.0,19.0,3.0,271.3,Poor,CO,True,Valid AQI,26.0,77,0.0,16.5,53,61.35,High trapping,Industrial / mixed urban proxy,Proxy from station/city naming,70,65,58.52,1.5365853658536586,0.6507936507936508,0.3333333333333333,3.8,30.24,33.66,42.33,18.35,31.53,Construction / road dust,42.33,33.66,8.67,32.23,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood; high road-density proxy,Partially aligned,"High priority: Prioritize road dust suppression, construction-site covering, mechanical sweeping, and enforcement of dust-control rules.",2026-07-16 10:55:13
maharashtra__nashik__pandav_nagari_nashik_mpcb,"Pandav Nagari, Nashik - MPCB",Nashik,Maharashtra,19.9591346,73.7788008,2026-07-16 05:00:00,25.0,53.0,4.0,2.0,10.0,17.0,1.0,200.0,Moderate,CO,True,Valid AQI,26.5,74,0.0,15.4,26,59.53,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,46.23,2.12,0.4716981132075472,0.4,4.25,38.79,10.95,37.83,24.18,31.29,Vehicular traffic,38.79,37.83,0.96,27.44,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Medium priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__navi_mumbai__kopripada_vashi_navi_mumbai_mpcb,"Kopripada-Vashi, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.090337,73.014232,2026-07-16 05:00:00,41.0,46.0,11.0,1.0,20.0,22.0,8.0,317.99,Very Poor,CO,True,Valid AQI,29.0,74,0.0,13.3,23,63.04,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,37.94,1.1219512195121952,0.8913043478260869,0.55,2.0,6.49,5.02,20.05,32.22,28.04,Biomass / fine-particle combustion,32.22,28.04,4.18,23.81,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__navi_mumbai__mahape_navi_mumbai_mpcb,"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.1135051,73.008978,2026-07-16 05:00:00,27.0,59.0,43.0,17.0,47.0,9.0,1.0,481.32,Severe,CO,True,Valid AQI,29.0,74,0.0,13.3,23,63.04,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,53.15,2.185185185185185,0.4576271186440678,0.9148936170212766,0.20930232558139536,19.86,20.6,22.87,32.83,30.27,Biomass / fine-particle combustion,32.83,30.27,2.56,23.75,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__navi_mumbai__nerul_navi_mumbai_mpcb,"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.008751,73.01662,2026-07-16 05:00:00,10.0,,9.0,,,,1.0,16.67,Good,PM2.5,True,Valid AQI,28.9,76,0.0,14.7,20,60.94,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,9.01,,,,,0.0,0.0,0.0,0.0,0.0,Insufficient pollutant signal,0.0,0.0,0.0,0.0,Low confidence,insufficient source signal,Unknown,Monitor: Collect more pollutant and land-use data before assigning intervention.,2026-07-16 10:55:13
maharashtra__navi_mumbai__sanpada_navi_mumbai_mpcb,"Sanpada, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.0575752,73.0151367,2026-07-16 05:00:00,25.0,37.0,3.0,5.0,4.0,10.0,1.0,124.81,Moderate,CO,True,Valid AQI,29.0,74,0.0,13.3,23,63.04,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,19.96,1.48,0.6756756756756757,0.75,3.3333333333333335,1.35,2.89,19.56,25.85,25.33,Biomass / fine-particle combustion,25.85,25.33,0.52,18.25,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Medium priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__navi_mumbai__sector_2e_kalamboli_navi_mumbai_mpcb,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.02579,73.10297,2026-07-16 05:00:00,20.0,44.0,8.0,5.0,12.0,13.0,6.0,228.26,Poor,CO,True,Valid AQI,28.9,76,0.0,14.7,20,60.94,High trapping,Industrial / mixed urban proxy,Proxy from station/city naming,35,30,37.23,2.2,0.45454545454545453,0.6666666666666666,1.625,12.12,28.54,27.41,14.43,30.04,Photochemical smog,30.04,28.54,1.5,21.48,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
maharashtra__navi_mumbai__tondare_taloja_navi_mumbai_mpcb,"Tondare-Taloja, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.063,73.1209,2026-07-16 05:00:00,25.0,64.0,5.0,21.0,14.0,36.0,5.0,256.96,Poor,CO,True,Valid AQI,28.5,76,0.0,14.0,37,63.9,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,32.62,2.56,0.390625,0.35714285714285715,7.2,3.8,10.91,24.23,25.78,27.92,Photochemical smog,27.92,25.78,2.14,20.19,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
maharashtra__parbhani__masoom_colony_parbhani_mpcb,"Masoom Colony, Parbhani - MPCB",Parbhani,Maharashtra,19.265594,76.761463,2026-07-16 05:00:00,40.0,58.0,28.0,2.0,12.0,7.0,4.0,228.26,Poor,CO,True,Valid AQI,30.2,59,0.0,17.1,63,54.64,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,26.08,1.45,0.6896551724137931,2.3333333333333335,0.25,9.25,7.13,23.5,26.13,27.61,Photochemical smog,27.61,26.13,1.48,19.77,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__bhosari_pune_iitm,"Bhosari, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.640051,73.848956,2026-07-16 05:00:00,,,,,21.0,8.0,,,Unknown,,False,Insufficient pollutants,27.4,67,0.0,14.2,43,60.83,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,,,,,,0.0,0.0,0.0,0.0,0.0,Insufficient pollutant signal,0.0,0.0,0.0,0.0,Low confidence,insufficient source signal,Unknown,Monitor: Collect more pollutant and land-use data before assigning intervention.,2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__gavalinagar_pimpri_chinchwad_mpcb,"Gavalinagar, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.63673,73.82487,2026-07-16 05:00:00,20.0,40.0,,1.0,9.0,7.0,,187.47,Moderate,CO,True,Valid AQI,27.4,67,0.0,14.2,43,60.83,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,24.87,2.0,0.5,,,0.0,0.0,20.98,24.26,0.0,Biomass / fine-particle combustion,24.26,20.98,3.28,17.97,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Medium priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__park_street_wakad_pimpri_chinchwad_mpcb,"Park Street Wakad, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.59051,73.77946,2026-07-16 05:00:00,17.0,29.0,13.0,,8.0,12.0,,174.94,Moderate,CO,True,Valid AQI,27.2,68,0.0,14.3,41,60.82,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,23.7,1.7058823529411764,0.5862068965517241,1.625,0.9230769230769231,4.66,0.0,19.44,24.35,23.69,Biomass / fine-particle combustion,24.35,23.69,0.66,17.24,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Medium priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__savta_mali_nagar_pimpri_chinchwad_iitm,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",Pimpri-Chinchwad,Maharashtra,18.614767,73.799516,2026-07-16 05:00:00,21.0,,18.0,,28.0,11.0,,364.85,Very Poor,CO,True,Valid AQI,27.2,68,0.0,14.3,41,60.82,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,41.38,,,0.6428571428571429,0.6111111111111112,9.82,0.0,0.0,0.0,24.18,Photochemical smog,24.18,9.82,14.36,21.23,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__thergaon_pimpri_chinchwad_mpcb,"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.616318,73.765797,2026-07-16 05:00:00,52.0,74.0,7.0,1.0,20.0,10.0,5.0,317.99,Very Poor,CO,True,Valid AQI,27.2,68,0.0,14.3,41,60.82,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,37.02,1.4230769230769231,0.7027027027027027,0.35,1.4285714285714286,5.47,4.34,23.93,31.23,22.64,Biomass / fine-particle combustion,31.23,23.93,7.3,24.05,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__pimpri_chinchwad__transport_nagar_nigdi_pune_iitm,"Transport Nagar-Nigdi, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.664282,73.763966,2026-07-16 05:00:00,22.0,48.0,18.0,,39.0,9.0,,431.51,Severe,CO,True,Valid AQI,27.1,70,0.1,14.5,47,55.54,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,45.38,2.1818181818181817,0.4583333333333333,0.46153846153846156,0.5,11.95,0.0,19.72,28.6,20.97,Biomass / fine-particle combustion,28.6,20.97,7.63,22.31,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__pune__dhankawadi_pune_iitm,"Dhankawadi, Pune - IITM",Pune,Maharashtra,18.459883,73.852193,2026-07-16 05:00:00,29.0,58.0,23.0,,79.0,2.0,,500.0,Severe,CO,True,Valid AQI,26.3,72,0.0,14.1,25,61.05,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,74.8,2.0,0.5,0.2911392405063291,0.08695652173913043,57.02,0.0,37.62,38.88,31.38,Vehicular traffic,57.02,38.88,18.14,45.36,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__pune__mhada_colony_pune_iitm,"Mhada Colony, Pune - IITM",Pune,Maharashtra,18.57304,73.927715,2026-07-16 05:00:00,42.0,73.0,36.0,,44.0,10.0,,462.64,Severe,CO,True,Valid AQI,28.1,65,0.0,14.1,29,58.88,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,70.41,1.7380952380952381,0.5753424657534246,0.8181818181818182,0.2777777777777778,53.52,0.0,38.89,33.47,36.26,Vehicular traffic,53.52,38.89,14.63,41.85,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__pune__panchawati_pashan_pune_iitm,"Panchawati_Pashan, Pune - IITM",Pune,Maharashtra,18.536457,73.805454,2026-07-16 05:00:00,28.0,54.0,9.0,,68.0,2.0,,500.0,Severe,CO,True,Valid AQI,27.2,70,0.0,14.9,42,60.57,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,74.6,1.9285714285714286,0.5185185185185185,0.1323529411764706,0.2222222222222222,51.32,0.0,37.46,36.47,29.9,Vehicular traffic,51.32,37.46,13.86,40.08,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__pune__revenue_colony_shivajinagar_pune_iitm,"Revenue Colony-Shivajinagar, Pune - IITM",Pune,Maharashtra,18.530085,73.849598,2026-07-16 05:00:00,28.0,34.0,,19.0,17.0,13.0,,300.0,Poor,CO,True,Valid AQI,27.4,67,0.0,13.7,30,60.44,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,55.92,1.2142857142857142,0.8235294117647058,,,0.0,0.0,33.8,29.02,0.0,Construction / road dust,33.8,29.02,4.78,25.09,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood,Partially aligned,"High priority: Prioritize road dust suppression, construction-site covering, mechanical sweeping, and enforcement of dust-control rules.",2026-07-16 10:55:13
maharashtra__pune__savitribai_phule_pune_university_pune_mpcb,"Savitribai Phule Pune University, Pune - MPCB",Pune,Maharashtra,18.547056,73.826908,2026-07-16 05:00:00,21.0,33.0,8.0,4.0,26.0,9.0,1.0,353.14,Very Poor,CO,True,Valid AQI,27.4,67,0.0,13.7,30,60.44,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,60.87,1.5714285714285714,0.6363636363636364,0.3076923076923077,1.125,42.91,14.73,34.17,28.67,31.61,Vehicular traffic,42.91,34.17,8.74,32.66,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
maharashtra__sangli__vijay_nagar_sangli_mpcb,"Vijay Nagar, Sangli - MPCB",Sangli,Maharashtra,16.5038,74.3623,2026-07-16 05:00:00,32.0,55.0,2.0,7.0,13.0,17.0,0.0,242.61,Poor,CO,True,Valid AQI,27.0,70,0.0,16.8,30,55.93,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,27.96,1.71875,0.5818181818181818,0.15384615384615385,8.5,2.84,4.81,23.4,25.09,23.29,Biomass / fine-particle combustion,25.09,23.4,1.69,18.07,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__solapur__dnyaneshwar_nagar_solapur_mpcb,"Dnyaneshwar Nagar, Solapur - MPCB",Solapur,Maharashtra,17.6336264,75.9132495,2026-07-16 05:00:00,33.0,43.0,10.0,2.0,7.0,8.0,9.0,162.41,Moderate,CO,True,Valid AQI,30.3,53,0.1,14.4,62,50.97,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,18.42,1.303030303030303,0.7674418604651163,1.4285714285714286,0.8,3.71,3.35,17.97,24.68,23.14,Biomass / fine-particle combustion,24.68,23.14,1.54,17.74,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"Medium priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__solapur__ratandeep_housing_society_solapur_mpcb,"Ratandeep Housing Society, Solapur - MPCB",Solapur,Maharashtra,17.65439,75.90649,2026-07-16 05:00:00,33.0,45.0,,3.0,18.0,7.0,4.0,306.27,Very Poor,CO,True,Valid AQI,30.2,52,0.1,14.1,78,52.75,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,32.56,1.3636363636363635,0.7333333333333333,,,0.0,0.0,18.13,27.08,0.0,Biomass / fine-particle combustion,27.08,18.13,8.95,21.64,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
maharashtra__thane__kasarvadavali_thane_mpcb,"Kasarvadavali, Thane - MPCB",Thane,Maharashtra,19.26777,72.97182,2026-07-16 05:00:00,23.0,57.0,10.0,3.0,15.0,68.0,0.0,271.3,Poor,CO,True,Valid AQI,28.9,77,0.0,11.2,66,72.24,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,37.43,2.4782608695652173,0.40350877192982454,0.6666666666666666,6.8,5.26,4.9,22.09,28.58,32.14,Photochemical smog,32.14,28.58,3.56,23.57,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
