station_id,station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,reported_aqi,reported_aqi_category,reported_dominant_pollutant,aqi_is_valid,aqi_quality_flag,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,cloud_cover,weather_trapping_score,weather_trapping_category,landuse_type_proxy,landuse_data_source,urban_pressure_score,road_density_proxy,environmental_risk_score,pm10_pm25_ratio,pm25_pm10_ratio,no2_co_ratio,o3_no2_ratio,source_score_vehicular_traffic,source_score_industrial_combustion,source_score_construction__road_dust,source_score_biomass__fine_particle_combustion,source_score_photochemical_smog,primary_pollution_source,primary_source_score,secondary_source_score,source_score_gap,source_attribution_confidence,source_attribution_confidence_category,source_evidence,landuse_source_alignment,recommended_intervention,notebook_03_processed_time
delhi__delhi__mundka_delhi_dpcc,"Mundka, Delhi - DPCC",Delhi,Delhi,28.684678,77.076574,2026-07-16 05:00:00,67.0,189.0,85.0,8.0,41.0,2.0,7.0,443.96,Severe,CO,True,Valid AQI,35.0,46,0.0,10.6,2,55.53,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,67.28,2.8208955223880596,0.3544973544973545,2.073170731707317,0.023529411764705882,65.4,31.52,51.28,33.89,51.49,Vehicular traffic,65.4,51.49,13.91,49.95,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__nsit_dwarka_delhi_cpcb,"NSIT Dwarka, Delhi - CPCB",Delhi,Delhi,28.60909,77.0325413,2026-07-16 05:00:00,101.0,74.0,39.0,,46.0,33.0,7.0,475.09,Severe,CO,True,Valid AQI,35.4,45,0.0,10.6,5,55.46,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,70.15,0.7326732673267327,1.364864864864865,0.8478260869565217,0.8461538461538461,54.68,0.0,36.08,45.78,50.39,Vehicular traffic,54.68,50.39,4.29,39.56,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__nsut_jaffarpur_delhi_dpcc,"NSUT Jaffarpur, Delhi - DPCC",Delhi,Delhi,28.594004,76.909423,2026-07-16 05:00:00,66.0,123.0,17.0,6.0,45.0,14.0,3.0,468.87,Severe,CO,True,Valid AQI,34.8,50,0.0,14.6,2,49.76,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,67.19,1.8636363636363635,0.5365853658536586,0.37777777777777777,0.8235294117647058,48.89,19.8,44.69,33.53,44.29,Vehicular traffic,48.89,44.69,4.2,35.48,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__najafgarh_delhi_dpcc,"Najafgarh, Delhi - DPCC",Delhi,Delhi,28.570173,76.933762,2026-07-16 05:00:00,49.0,132.0,21.0,6.0,33.0,13.0,6.0,394.14,Very Poor,CO,True,Valid AQI,34.5,51,0.0,12.7,1,53.47,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,61.78,2.693877551020408,0.3712121212121212,0.6363636363636364,0.6190476190476191,47.58,18.73,45.91,29.56,44.33,Vehicular traffic,47.58,45.91,1.67,33.81,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__narela_delhi_dpcc,"Narela, Delhi - DPCC",Delhi,Delhi,28.822836,77.101981,2026-07-16 05:00:00,73.0,172.0,27.0,16.0,41.0,6.0,8.0,443.96,Severe,CO,True,Valid AQI,34.2,55,0.0,10.6,3,58.94,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,68.7,2.356164383561644,0.42441860465116277,0.6585365853658537,0.2222222222222222,50.65,24.81,48.83,35.89,43.62,Vehicular traffic,50.65,48.83,1.82,36.0,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__nehru_nagar_delhi_dpcc,"Nehru Nagar, Delhi - DPCC",Delhi,Delhi,28.56789,77.250515,2026-07-16 05:00:00,69.0,160.0,30.0,22.0,39.0,18.0,7.0,431.51,Severe,CO,True,Valid AQI,36.1,42,0.0,10.7,10,54.68,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,65.76,2.318840579710145,0.43125,0.7692307692307693,0.6,51.03,27.36,47.53,34.03,47.77,Vehicular traffic,51.03,47.77,3.26,36.7,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__north_campus_du_delhi_iitm,"North Campus, DU, Delhi - IITM",Delhi,Delhi,28.6573814,77.1585447,2026-07-16 05:00:00,73.0,160.0,86.0,,82.0,24.0,,500.0,Severe,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.74,2.191780821917808,0.45625,1.048780487804878,0.27906976744186046,73.62,0.0,47.22,43.42,55.2,Vehicular traffic,73.62,55.2,18.42,57.06,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__okhla_phase_2_delhi_dpcc,"Okhla Phase-2, Delhi - DPCC",Delhi,Delhi,28.530785,77.271255,2026-07-16 05:00:00,62.0,157.0,32.0,18.0,30.0,8.0,7.0,376.57,Very Poor,CO,True,Valid AQI,35.6,44,0.0,11.6,8,53.58,Moderate trapping,Industrial / mixed urban proxy,Proxy from station/city naming,70,65,65.07,2.532258064516129,0.39490445859872614,1.0666666666666667,0.25,40.02,46.65,51.59,20.8,47.89,Construction / road dust,51.59,47.89,3.7,37.22,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood; high road-density proxy,Partially aligned,"High priority: Prioritize road dust suppression, construction-site covering, mechanical sweeping, and enforcement of dust-control rules.",2026-07-16 10:55:13
delhi__delhi__punjabi_bagh_delhi_dpcc,"Punjabi Bagh, Delhi - DPCC",Delhi,Delhi,28.674045,77.131023,2026-07-16 05:00:00,83.0,154.0,20.0,37.0,30.0,9.0,3.0,376.57,Very Poor,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,61.25,1.855421686746988,0.538961038961039,0.6666666666666666,0.45,46.74,30.18,46.13,34.98,44.69,Vehicular traffic,46.74,46.13,0.61,32.9,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__pusa_delhi_dpcc,"Pusa, Delhi - DPCC",Delhi,Delhi,28.639652,77.146275,2026-07-16 05:00:00,69.0,190.0,52.0,10.0,46.0,4.0,13.0,475.09,Severe,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,70.42,2.753623188405797,0.3631578947368421,1.1304347826086956,0.07692307692307693,57.98,27.44,51.21,35.33,48.05,Vehicular traffic,57.98,51.21,6.77,42.62,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__pusa_delhi_iitm,"Pusa, Delhi - IITM",Delhi,Delhi,28.63611,77.173332,2026-07-16 05:00:00,68.0,128.0,56.0,,30.0,45.0,,376.57,Very Poor,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,61.25,1.8823529411764706,0.53125,1.8666666666666667,0.8035714285714286,55.89,0.0,43.35,33.33,54.35,Vehicular traffic,55.89,54.35,1.54,39.58,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__r_k_puram_delhi_dpcc,"R K Puram, Delhi - DPCC",Delhi,Delhi,28.563262,77.186937,2026-07-16 05:00:00,69.0,177.0,43.0,23.0,24.0,8.0,5.0,341.42,Very Poor,CO,True,Valid AQI,35.6,44,0.0,11.3,8,54.13,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,57.14,2.5652173913043477,0.3898305084745763,1.7916666666666667,0.18604651162790697,51.42,27.76,49.96,30.55,47.47,Vehicular traffic,51.42,49.96,1.46,36.43,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__rohini_delhi_dpcc,"Rohini, Delhi - DPCC",Delhi,Delhi,28.732528,77.11992,2026-07-16 05:00:00,61.0,181.0,29.0,8.0,66.0,4.0,7.0,500.0,Severe,CO,True,Valid AQI,35.8,44,0.0,10.0,7,56.38,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.85,2.9672131147540983,0.3370165745856354,0.4393939393939394,0.13793103448275862,56.02,25.67,50.34,38.33,45.43,Vehicular traffic,56.02,50.34,5.68,40.92,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__shadipur_delhi_cpcb,"Shadipur, Delhi - CPCB",Delhi,Delhi,28.6514781,77.1473105,2026-07-16 05:00:00,152.0,146.0,45.0,13.0,45.0,52.0,10.0,468.87,Severe,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,69.84,0.9605263157894737,1.0410958904109588,1.0,1.1555555555555554,56.01,27.27,44.07,48.86,53.94,Vehicular traffic,56.01,53.94,2.07,39.83,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__sirifort_delhi_cpcb,"Sirifort, Delhi - CPCB",Delhi,Delhi,28.5504249,77.2159377,2026-07-16 05:00:00,91.0,152.0,10.0,21.0,18.0,9.0,4.0,306.27,Very Poor,CO,True,Valid AQI,35.6,44,0.0,11.3,8,54.13,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,53.87,1.6703296703296704,0.5986842105263158,0.5555555555555556,0.9,41.87,20.52,46.07,33.23,43.41,Construction / road dust,46.07,43.41,2.66,33.05,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood,Partially aligned,"High priority: Prioritize road dust suppression, construction-site covering, mechanical sweeping, and enforcement of dust-control rules.",2026-07-16 10:55:13
delhi__delhi__sonia_vihar_delhi_dpcc,"Sonia Vihar, Delhi - DPCC",Delhi,Delhi,28.710508,77.249485,2026-07-16 05:00:00,75.0,159.0,9.0,4.0,57.0,8.0,14.0,500.0,Severe,CO,True,Valid AQI,36.0,42,0.0,10.3,6,55.0,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.27,2.12,0.4716981132075472,0.15789473684210525,0.8888888888888888,49.18,19.42,46.97,38.63,43.76,Vehicular traffic,49.18,46.97,2.21,35.09,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__sri_aurobindo_marg_delhi_dpcc,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,Delhi,28.531346,77.190156,2026-07-16 05:00:00,54.0,144.0,24.0,15.0,36.0,14.0,3.0,412.83,Severe,CO,True,Valid AQI,35.1,46,0.0,12.5,10,52.89,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,63.28,2.6666666666666665,0.375,0.6666666666666666,0.5833333333333334,48.92,23.18,47.08,30.6,45.16,Vehicular traffic,48.92,47.08,1.84,34.8,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__talkatora_garden_delhi_dpcc,"Talkatora Garden, Delhi - DPCC",Delhi,Delhi,28.62181,77.1944633,2026-07-16 05:00:00,67.0,123.0,23.0,,39.0,10.0,4.0,431.51,Severe,CO,True,Valid AQI,35.6,45,0.0,10.4,8,56.12,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,66.36,1.835820895522388,0.5447154471544715,0.5897435897435898,0.43478260869565216,49.25,0.0,42.75,35.07,45.21,Vehicular traffic,49.25,45.21,4.04,35.69,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__vivek_vihar_delhi_dpcc,"Vivek Vihar, Delhi - DPCC",Delhi,Delhi,28.672342,77.31526,2026-07-16 05:00:00,62.0,163.0,38.0,10.0,34.0,20.0,6.0,400.0,Very Poor,CO,True,Valid AQI,36.6,40,0.0,10.2,8,54.65,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,62.82,2.629032258064516,0.3803680981595092,1.1176470588235294,0.5263157894736842,52.09,23.32,48.04,32.06,49.8,Vehicular traffic,52.09,49.8,2.29,37.15,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
delhi__delhi__wazirpur_delhi_dpcc,"Wazirpur, Delhi - DPCC",Delhi,Delhi,28.699793,77.165453,2026-07-16 05:00:00,100.0,228.0,39.0,9.0,42.0,16.0,6.0,450.19,Severe,CO,True,Valid AQI,35.8,44,0.0,10.0,7,56.38,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,68.21,2.28,0.43859649122807015,0.9285714285714286,0.41025641025641024,53.9,24.26,54.5,38.54,48.39,Construction / road dust,54.5,53.9,0.6,38.33,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood,Partially aligned,"High priority: Prioritize road dust suppression, construction-site covering, mechanical sweeping, and enforcement of dust-control rules.",2026-07-16 10:55:13
gujarat__ahmedabad__chandkheda_ahmedabad_iitm,"Chandkheda, Ahmedabad - IITM",Ahmedabad,Gujarat,23.107969,72.574648,2026-07-16 05:00:00,32.0,63.0,13.0,7.0,31.0,3.0,5.0,382.43,Very Poor,CO,True,Valid AQI,32.2,58,0.0,8.7,19,65.08,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,65.53,1.96875,0.5079365079365079,0.41935483870967744,0.23076923076923078,45.15,17.48,35.68,32.17,38.07,Vehicular traffic,45.15,38.07,7.08,33.73,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__gyaspur_ahmedabad_iitm,"Gyaspur, Ahmedabad - IITM",Ahmedabad,Gujarat,22.977134,72.553024,2026-07-16 05:00:00,21.0,79.0,19.0,12.0,27.0,11.0,6.0,358.99,Very Poor,CO,True,Valid AQI,31.4,64,0.0,9.2,47,69.18,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,65.06,3.761904761904762,0.26582278481012656,0.7037037037037037,0.5789473684210527,45.9,19.86,40.02,29.38,37.54,Vehicular traffic,45.9,40.02,5.88,33.89,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__maninagar_ahmedabad_gpcb,"Maninagar, Ahmedabad - GPCB",Ahmedabad,Gujarat,23.002657,72.591912,2026-07-16 05:00:00,56.0,76.0,34.0,36.0,28.0,19.0,,364.85,Very Poor,CO,True,Valid AQI,31.8,60,0.0,8.1,25,67.5,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,64.9,1.3571428571428572,0.7368421052631579,1.2142857142857142,0.5588235294117647,49.91,31.88,36.0,36.53,42.19,Vehicular traffic,49.91,42.19,7.72,37.25,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__raikhad_ahmedabad_iitm,"Raikhad, Ahmedabad - IITM",Ahmedabad,Gujarat,23.020509,72.579261,2026-07-16 05:00:00,33.0,76.0,18.0,16.0,42.0,11.0,4.0,450.19,Severe,CO,True,Valid AQI,31.8,60,0.0,8.1,25,67.5,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.85,2.303030303030303,0.4342105263157895,0.42857142857142855,0.6111111111111112,48.56,23.43,37.26,34.62,39.02,Vehicular traffic,48.56,39.02,9.54,36.85,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__rakhial_ahmedabad_iitm,"Rakhial, Ahmedabad - IITM",Ahmedabad,Gujarat,23.016834,72.625775,2026-07-16 05:00:00,28.0,66.0,11.0,15.0,31.0,9.0,4.0,382.43,Very Poor,CO,True,Valid AQI,31.8,60,0.0,8.1,25,67.5,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,66.54,2.357142857142857,0.42424242424242425,0.3548387096774194,0.8181818181818182,44.64,20.25,36.25,31.88,37.85,Vehicular traffic,44.64,37.85,6.79,33.28,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__sac_isro_bopal_ahmedabad_iitm,"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,Gujarat,23.041137,72.456691,2026-07-16 05:00:00,43.0,50.0,4.0,1.0,3.0,12.0,2.0,112.28,Moderate,CO,True,Valid AQI,31.8,62,0.0,10.3,66,68.35,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,41.74,1.1627906976744187,0.86,1.3333333333333333,3.0,37.43,9.54,33.92,30.91,35.33,Vehicular traffic,37.43,35.33,2.1,26.83,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Medium priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__sac_isro_satellite_ahmedabad_iitm,"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,Gujarat,23.023389,72.515201,2026-07-16 05:00:00,47.0,59.0,26.0,5.0,96.0,16.0,3.0,500.0,Severe,CO,True,Valid AQI,31.6,62,0.0,9.0,39,68.01,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,77.7,1.2553191489361701,0.7966101694915254,0.2708333333333333,0.6153846153846154,61.08,28.37,34.43,49.14,39.79,Vehicular traffic,61.08,49.14,11.94,46.34,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ahmedabad__svpi_airport_hansol_ahmedabad_iitm,"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,Gujarat,23.076793,72.627874,2026-07-16 05:00:00,32.0,77.0,11.0,15.0,46.0,11.0,1.0,475.09,Severe,CO,True,Valid AQI,32.2,58,0.0,8.7,19,65.08,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,74.16,2.40625,0.4155844155844156,0.2391304347826087,1.0,47.56,22.43,37.77,34.41,38.94,Vehicular traffic,47.56,38.94,8.62,35.88,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
gujarat__ankleshwar__gidc_ankleshwar_gpcb,"GIDC, Ankleshwar - GPCB",Ankleshwar,Gujarat,21.613267,73.010555,2026-07-16 05:00:00,39.0,62.0,27.0,22.0,49.0,9.0,5.0,493.77,Severe,CO,True,Valid AQI,29.7,75,0.0,11.8,100,73.82,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,58.81,1.5897435897435896,0.6290322580645161,0.5510204081632653,0.3333333333333333,16.18,20.12,21.72,38.77,25.28,Biomass / fine-particle combustion,38.77,25.28,13.49,31.19,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
gujarat__bhavnagar__vidhyanagar_bhavnagar_nexteng_enviro,"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,Gujarat,21.755417,72.139056,2026-07-16 05:00:00,28.0,50.0,49.0,7.0,80.0,19.0,4.0,500.0,Severe,CO,True,Valid AQI,30.8,70,0.0,5.5,85,81.88,Very high trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,62.75,1.7857142857142858,0.56,0.6125,0.3877551020408163,27.8,22.53,17.84,46.57,31.64,Biomass / fine-particle combustion,46.57,31.64,14.93,37.08,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
gujarat__gandhinagar__gift_city_gandhinagar_iitm,"GIFT City, Gandhinagar - IITM",Gandhinagar,Gujarat,23.163798,72.677768,2026-07-16 05:00:00,28.0,71.0,28.0,2.0,29.0,7.0,2.0,370.71,Very Poor,CO,True,Valid AQI,32.4,58,0.0,9.6,17,63.25,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,42.94,2.5357142857142856,0.39436619718309857,0.9655172413793104,0.25,12.56,9.6,22.96,29.87,32.71,Photochemical smog,32.71,29.87,2.84,23.75,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
gujarat__gandhinagar__iiphg_lekawada_gandhinagar_iitm,"IIPHG Lekawada, Gandhinagar - IITM",Gandhinagar,Gujarat,23.243639,72.68994,2026-07-16 05:00:00,22.0,60.0,7.0,3.0,36.0,4.0,1.0,412.83,Severe,CO,True,Valid AQI,31.8,61,0.1,9.8,15,57.54,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,44.48,2.727272727272727,0.36666666666666664,0.19444444444444445,0.5714285714285714,8.58,7.45,19.62,28.92,26.45,Biomass / fine-particle combustion,28.92,26.45,2.47,20.98,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
gujarat__gandhinagar__sector_10_gandhinagar_gpcb,"Sector-10, Gandhinagar - GPCB",Gandhinagar,Gujarat,23.221714,72.654328,2026-07-16 05:00:00,30.0,40.0,7.0,5.0,20.0,2.0,1.0,317.99,Very Poor,CO,True,Valid AQI,32.0,60,0.0,10.0,15,63.06,High trapping,Industrial / mixed urban proxy,Proxy from station/city naming,35,30,46.47,1.3333333333333333,0.75,0.35,0.2857142857142857,13.42,29.53,23.7,20.78,32.56,Photochemical smog,32.56,29.53,3.03,23.7,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"High priority: Prioritize NOx/VOC precursor control, traffic-emission reduction, and ozone exposure advisories during sunny high-temperature periods.",2026-07-16 10:55:13
gujarat__mehsana__sadanand_nagar_mehsana_nexteng_enviro,"Sadanand Nagar, Mehsana - Nexteng Enviro",Mehsana,Gujarat,23.59315,72.372792,2026-07-16 05:00:00,48.0,57.0,10.0,13.0,70.0,11.0,1.0,500.0,Severe,CO,True,Valid AQI,31.8,60,0.0,10.5,16,62.26,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,54.56,1.1875,0.8421052631578947,0.14285714285714285,1.1,15.94,16.8,20.06,42.75,30.27,Biomass / fine-particle combustion,42.75,30.27,12.48,33.67,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
gujarat__rajkot__mavdi_rajkot_nexteng_enviro,"Mavdi, Rajkot - Nexteng Enviro",Rajkot,Gujarat,22.248853,70.776774,2026-07-16 05:00:00,37.0,43.0,65.0,10.0,90.0,10.0,1.0,500.0,Severe,CO,True,Valid AQI,31.5,61,0.0,12.5,38,61.2,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,54.12,1.162162162162162,0.8604651162790697,0.7222222222222222,0.15384615384615385,33.81,27.87,19.42,44.88,35.64,Biomass / fine-particle combustion,44.88,35.64,9.24,34.19,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"High priority: Prioritize open-burning control, biomass-combustion monitoring, fine-particle exposure advisories, and local source inspection.",2026-07-16 10:55:13
gujarat__surat__katargam_surat_nexteng_enviro,"Katargam, Surat - Nexteng Enviro",Surat,Gujarat,21.217779,72.834787,2026-07-16 05:00:00,22.0,63.0,14.0,8.0,40.0,5.0,1.0,437.74,Severe,CO,True,Valid AQI,27.5,81,0.1,10.2,34,66.07,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,71.09,2.8636363636363638,0.3492063492063492,0.35,0.35714285714285715,47.15,19.35,35.05,31.61,29.24,Vehicular traffic,47.15,35.05,12.1,36.64,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"High priority: Prioritize traffic-flow management, public transport promotion, anti-idling enforcement, and congestion reduction near the station.",2026-07-16 10:55:13
