station_id,station_name,city,state,lat,lon,timestamp,snapshot_fetch_time,PM2.5,PM10,NO2,SO2,CO,O3,NH3,aqi,aqi_category,dominant_pollutant,aqi_is_valid,aqi_quality_flag,reported_aqi,reported_aqi_category,reported_dominant_pollutant,weather_time,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,surface_pressure,cloud_cover,weather_trapping_score,weather_trapping_category,weather_data_available,geo_region_proxy,landuse_type_proxy,landuse_data_source,urban_pressure_score,urban_pressure_category,road_density_proxy,road_density_category,road_density_data_source,geospatial_data_level,environmental_risk_score,environmental_risk_category,notebook_02_processed_time
delhi__delhi__rohini_delhi_dpcc,"Rohini, Delhi - DPCC",Delhi,Delhi,28.732528,77.11992,2026-07-16 05:00:00,2026-07-16 05:38:19,61.0,181.0,29.0,8.0,66.0,4.0,7.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,35.8,44,0.0,0.0,10.0,277,979.3,7,56.38,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,72.85,High,2026-07-16 10:51:20
delhi__delhi__shadipur_delhi_cpcb,"Shadipur, Delhi - CPCB",Delhi,Delhi,28.6514781,77.1473105,2026-07-16 05:00:00,2026-07-16 05:38:19,152.0,146.0,45.0,13.0,45.0,52.0,10.0,468.87,Severe,CO,True,Valid AQI,468.87,Severe,CO,2026-07-16T10:45,35.6,45,0.0,0.0,10.4,278,978.4,8,56.12,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,69.84,High,2026-07-16 10:51:20
delhi__delhi__sirifort_delhi_cpcb,"Sirifort, Delhi - CPCB",Delhi,Delhi,28.5504249,77.2159377,2026-07-16 05:00:00,2026-07-16 05:38:19,91.0,152.0,10.0,21.0,18.0,9.0,4.0,306.27,Very Poor,CO,True,Valid AQI,306.27,Very Poor,CO,2026-07-16T10:45,35.6,44,0.0,0.0,11.3,279,978.0,8,54.13,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,53.87,High,2026-07-16 10:51:20
delhi__delhi__sonia_vihar_delhi_dpcc,"Sonia Vihar, Delhi - DPCC",Delhi,Delhi,28.710508,77.249485,2026-07-16 05:00:00,2026-07-16 05:38:19,75.0,159.0,9.0,4.0,57.0,8.0,14.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,36.0,42,0.0,0.0,10.3,282,980.0,6,55.0,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,72.27,High,2026-07-16 10:51:20
delhi__delhi__sri_aurobindo_marg_delhi_dpcc,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,Delhi,28.531346,77.190156,2026-07-16 05:00:00,2026-07-16 05:38:19,54.0,144.0,24.0,15.0,36.0,14.0,3.0,412.83,Severe,CO,True,Valid AQI,412.83,Severe,CO,2026-07-16T10:45,35.1,46,0.0,0.0,12.5,282,977.1,10,52.89,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,63.28,High,2026-07-16 10:51:20
delhi__delhi__talkatora_garden_delhi_dpcc,"Talkatora Garden, Delhi - DPCC",Delhi,Delhi,28.62181,77.1944633,2026-07-16 05:00:00,2026-07-16 05:38:19,67.0,123.0,23.0,,39.0,10.0,4.0,431.51,Severe,CO,True,Valid AQI,431.51,Severe,CO,2026-07-16T10:45,35.6,45,0.0,0.0,10.4,278,977.7,8,56.12,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,66.36,High,2026-07-16 10:51:20
delhi__delhi__vivek_vihar_delhi_dpcc,"Vivek Vihar, Delhi - DPCC",Delhi,Delhi,28.672342,77.31526,2026-07-16 05:00:00,2026-07-16 05:38:19,62.0,163.0,38.0,10.0,34.0,20.0,6.0,400.0,Very Poor,CO,True,Valid AQI,400.0,Very Poor,CO,2026-07-16T10:45,36.6,40,0.0,0.0,10.2,280,980.2,8,54.65,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,62.82,High,2026-07-16 10:51:20
delhi__delhi__wazirpur_delhi_dpcc,"Wazirpur, Delhi - DPCC",Delhi,Delhi,28.699793,77.165453,2026-07-16 05:00:00,2026-07-16 05:38:19,100.0,228.0,39.0,9.0,42.0,16.0,6.0,450.19,Severe,CO,True,Valid AQI,450.19,Severe,CO,2026-07-16T10:45,35.8,44,0.0,0.0,10.0,277,978.9,7,56.38,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,68.21,High,2026-07-16 10:51:20
gujarat__ahmedabad__chandkheda_ahmedabad_iitm,"Chandkheda, Ahmedabad - IITM",Ahmedabad,Gujarat,23.107969,72.574648,2026-07-16 05:00:00,2026-07-16 05:38:19,32.0,63.0,13.0,7.0,31.0,3.0,5.0,382.43,Very Poor,CO,True,Valid AQI,382.43,Very Poor,CO,2026-07-16T10:45,32.2,58,0.0,0.0,8.7,230,1000.3,19,65.08,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,65.53,High,2026-07-16 10:51:20
gujarat__ahmedabad__gyaspur_ahmedabad_iitm,"Gyaspur, Ahmedabad - IITM",Ahmedabad,Gujarat,22.977134,72.553024,2026-07-16 05:00:00,2026-07-16 05:38:19,21.0,79.0,19.0,12.0,27.0,11.0,6.0,358.99,Very Poor,CO,True,Valid AQI,358.99,Very Poor,CO,2026-07-16T10:45,31.4,64,0.0,0.0,9.2,223,1001.9,47,69.18,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,65.06,High,2026-07-16 10:51:20
gujarat__ahmedabad__maninagar_ahmedabad_gpcb,"Maninagar, Ahmedabad - GPCB",Ahmedabad,Gujarat,23.002657,72.591912,2026-07-16 05:00:00,2026-07-16 05:38:19,56.0,76.0,34.0,36.0,28.0,19.0,,364.85,Very Poor,CO,True,Valid AQI,364.85,Very Poor,CO,2026-07-16T10:45,31.8,60,0.0,0.0,8.1,227,1001.2,25,67.5,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,64.9,High,2026-07-16 10:51:20
gujarat__ahmedabad__raikhad_ahmedabad_iitm,"Raikhad, Ahmedabad - IITM",Ahmedabad,Gujarat,23.020509,72.579261,2026-07-16 05:00:00,2026-07-16 05:38:19,33.0,76.0,18.0,16.0,42.0,11.0,4.0,450.19,Severe,CO,True,Valid AQI,450.19,Severe,CO,2026-07-16T10:45,31.8,60,0.0,0.0,8.1,227,1001.2,25,67.5,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,72.85,High,2026-07-16 10:51:20
gujarat__ahmedabad__rakhial_ahmedabad_iitm,"Rakhial, Ahmedabad - IITM",Ahmedabad,Gujarat,23.016834,72.625775,2026-07-16 05:00:00,2026-07-16 05:38:19,28.0,66.0,11.0,15.0,31.0,9.0,4.0,382.43,Very Poor,CO,True,Valid AQI,382.43,Very Poor,CO,2026-07-16T10:45,31.8,60,0.0,0.0,8.1,227,1001.0,25,67.5,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,66.54,High,2026-07-16 10:51:20
gujarat__ahmedabad__sac_isro_bopal_ahmedabad_iitm,"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,Gujarat,23.041137,72.456691,2026-07-16 05:00:00,2026-07-16 05:38:19,43.0,50.0,4.0,1.0,3.0,12.0,2.0,112.28,Moderate,CO,True,Valid AQI,112.28,Moderate,CO,2026-07-16T10:45,31.8,62,0.0,0.0,10.3,226,1001.6,66,68.35,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,41.74,Moderate,2026-07-16 10:51:20
gujarat__ahmedabad__sac_isro_satellite_ahmedabad_iitm,"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,Gujarat,23.023389,72.515201,2026-07-16 05:00:00,2026-07-16 05:38:19,47.0,59.0,26.0,5.0,96.0,16.0,3.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,31.6,62,0.0,0.0,9.0,224,999.9,39,68.01,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,77.7,Critical,2026-07-16 10:51:20
gujarat__ahmedabad__svpi_airport_hansol_ahmedabad_iitm,"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,Gujarat,23.076793,72.627874,2026-07-16 05:00:00,2026-07-16 05:38:19,32.0,77.0,11.0,15.0,46.0,11.0,1.0,475.09,Severe,CO,True,Valid AQI,475.09,Severe,CO,2026-07-16T10:45,32.2,58,0.0,0.0,8.7,230,1000.7,19,65.08,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,74.16,High,2026-07-16 10:51:20
gujarat__ankleshwar__gidc_ankleshwar_gpcb,"GIDC, Ankleshwar - GPCB",Ankleshwar,Gujarat,21.613267,73.010555,2026-07-16 05:00:00,2026-07-16 05:38:19,39.0,62.0,27.0,22.0,49.0,9.0,5.0,493.77,Severe,CO,True,Valid AQI,493.77,Severe,CO,2026-07-16T10:45,29.7,75,0.0,0.0,11.8,216,1005.5,100,73.82,High trapping,True,Central India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,58.81,High,2026-07-16 10:51:20
gujarat__bhavnagar__vidhyanagar_bhavnagar_nexteng_enviro,"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,Gujarat,21.755417,72.139056,2026-07-16 05:00:00,2026-07-16 05:38:19,28.0,50.0,49.0,7.0,80.0,19.0,4.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,30.8,70,0.0,0.0,5.5,167,1004.0,85,81.88,Very high trapping,True,West India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,62.75,High,2026-07-16 10:51:20
gujarat__gandhinagar__gift_city_gandhinagar_iitm,"GIFT City, Gandhinagar - IITM",Gandhinagar,Gujarat,23.163798,72.677768,2026-07-16 05:00:00,2026-07-16 05:38:19,28.0,71.0,28.0,2.0,29.0,7.0,2.0,370.71,Very Poor,CO,True,Valid AQI,370.71,Very Poor,CO,2026-07-16T10:45,32.4,58,0.0,0.0,9.6,236,999.8,17,63.25,High trapping,True,West India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,42.94,Moderate,2026-07-16 10:51:20
gujarat__gandhinagar__iiphg_lekawada_gandhinagar_iitm,"IIPHG Lekawada, Gandhinagar - IITM",Gandhinagar,Gujarat,23.243639,72.68994,2026-07-16 05:00:00,2026-07-16 05:38:19,22.0,60.0,7.0,3.0,36.0,4.0,1.0,412.83,Severe,CO,True,Valid AQI,412.83,Severe,CO,2026-07-16T10:45,31.8,61,0.1,0.1,9.8,238,998.4,15,57.54,Moderate trapping,True,West India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,44.48,Moderate,2026-07-16 10:51:20
gujarat__gandhinagar__sector_10_gandhinagar_gpcb,"Sector-10, Gandhinagar - GPCB",Gandhinagar,Gujarat,23.221714,72.654328,2026-07-16 05:00:00,2026-07-16 05:38:19,30.0,40.0,7.0,5.0,20.0,2.0,1.0,317.99,Very Poor,CO,True,Valid AQI,317.99,Very Poor,CO,2026-07-16T10:45,32.0,60,0.0,0.0,10.0,237,998.0,15,63.06,High trapping,True,West India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,46.47,Moderate,2026-07-16 10:51:20
gujarat__mehsana__sadanand_nagar_mehsana_nexteng_enviro,"Sadanand Nagar, Mehsana - Nexteng Enviro",Mehsana,Gujarat,23.59315,72.372792,2026-07-16 05:00:00,2026-07-16 05:38:19,48.0,57.0,10.0,13.0,70.0,11.0,1.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,31.8,60,0.0,0.0,10.5,233,997.0,16,62.26,High trapping,True,West India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,54.56,High,2026-07-16 10:51:20
gujarat__rajkot__mavdi_rajkot_nexteng_enviro,"Mavdi, Rajkot - Nexteng Enviro",Rajkot,Gujarat,22.248853,70.776774,2026-07-16 05:00:00,2026-07-16 05:38:19,37.0,43.0,65.0,10.0,90.0,10.0,1.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,31.5,61,0.0,0.0,12.5,227,991.3,38,61.2,High trapping,True,West India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,54.12,High,2026-07-16 10:51:20
gujarat__surat__katargam_surat_nexteng_enviro,"Katargam, Surat - Nexteng Enviro",Surat,Gujarat,21.217779,72.834787,2026-07-16 05:00:00,2026-07-16 05:38:19,22.0,63.0,14.0,8.0,40.0,5.0,1.0,437.74,Severe,CO,True,Valid AQI,437.74,Severe,CO,2026-07-16T10:45,27.5,81,0.1,0.1,10.2,221,1006.4,34,66.07,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,71.09,High,2026-07-16 10:51:20
gujarat__surat__science_center_surat_smc,"Science Center, Surat - SMC",Surat,Gujarat,21.170046,72.795405,2026-07-16 05:00:00,2026-07-16 05:38:19,19.0,43.0,3.0,15.0,34.0,,,400.0,Very Poor,CO,True,Valid AQI,400.0,Very Poor,CO,2026-07-16T10:45,27.2,82,0.1,0.1,11.2,226,1007.2,27,63.93,High trapping,True,West India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,66.69,High,2026-07-16 10:51:20
gujarat__vadodara__bapunagar_vadodara_nexteng_enviro,"Bapunagar, Vadodara - Nexteng Enviro",Vadodara,Gujarat,22.320153,73.216285,2026-07-16 05:00:00,2026-07-16 05:38:19,46.0,54.0,12.0,6.0,96.0,4.0,2.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,30.5,71,0.0,0.0,10.9,219,1003.3,0,63.98,High trapping,True,Central India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,76.02,Critical,2026-07-16 10:51:20
gujarat__vapi__phase_1_gidc_vapi_gpcb,"Phase-1 GIDC, Vapi - GPCB",Vapi,Gujarat,20.362421,72.918013,2026-07-16 05:00:00,2026-07-16 05:38:19,67.0,67.0,19.0,24.0,,5.0,3.0,121.48,Moderate,PM2.5,True,Valid AQI,121.48,Moderate,PM2.5,2026-07-16T10:45,29.3,73,0.0,0.0,12.1,213,1005.6,47,67.24,High trapping,True,West India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,29.92,Moderate,2026-07-16 10:51:20
gujarat__vatva__phase_4_gidc_vatva_gpcb,"Phase-4 GIDC, Vatva - GPCB",Vatva,Gujarat,22.969611,72.6435,2026-07-16 05:00:00,2026-07-16 05:38:19,108.0,110.0,36.0,7.0,31.0,11.0,2.0,382.43,Very Poor,CO,True,Valid AQI,382.43,Very Poor,CO,2026-07-16T10:45,31.3,64,0.0,0.0,9.0,226,1001.6,28,67.64,High trapping,True,West India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,54.38,High,2026-07-16 10:51:20
haryana__ambala__patti_mehar_ambala_hspcb,"Patti Mehar, Ambala - HSPCB",Ambala,Haryana,30.379589,76.778328,2026-07-16 05:00:00,2026-07-16 05:38:19,99.0,135.0,6.0,39.0,54.0,37.0,8.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,33.5,59,0.0,0.0,6.7,290,972.9,14,68.57,High trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,57.2,High,2026-07-16 10:51:20
haryana__bahadurgarh__arya_nagar_bahadurgarh_hspcb,"Arya Nagar, Bahadurgarh - HSPCB",Bahadurgarh,Haryana,28.6701,76.9254,2026-07-16 05:00:00,2026-07-16 05:38:19,177.0,101.0,18.0,6.0,49.0,26.0,11.0,493.77,Severe,CO,True,Valid AQI,493.77,Severe,CO,2026-07-16T10:45,34.5,51,0.0,0.0,12.1,275,979.5,1,54.55,Moderate trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,50.77,High,2026-07-16 10:51:20
haryana__ballabgarh__nathu_colony_ballabgarh_hspcb,"Nathu Colony, Ballabgarh - HSPCB",Ballabgarh,Haryana,28.3419248,77.319699,2026-07-16 05:00:00,2026-07-16 05:38:19,173.0,161.0,20.0,3.0,51.0,4.0,5.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,35.6,44,0.0,0.0,12.4,283,980.2,14,52.73,Moderate trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,50.59,High,2026-07-16 10:51:20
haryana__bhiwani__h_b_colony_bhiwani_hspcb,"H.B. Colony, Bhiwani - HSPCB",Bhiwani,Haryana,28.806223,76.141105,2026-07-16 05:00:00,2026-07-16 05:38:19,103.0,73.0,9.0,13.0,19.0,15.0,2.0,312.13,Very Poor,CO,True,Valid AQI,312.13,Very Poor,CO,2026-07-16T10:45,35.5,45,0.0,0.0,14.8,271,979.0,3,47.66,Moderate trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,30.98,Moderate,2026-07-16 10:51:20
haryana__charkhi_dadri__mini_secretariat_charkhi_dadri_hspcb,"Mini Secretariat, Charkhi Dadri - HSPCB",Charkhi Dadri,Haryana,28.593883,76.270653,2026-07-16 05:00:00,2026-07-16 05:38:19,211.0,99.0,15.0,8.0,18.0,20.0,6.0,370.07,Very Poor,PM2.5,True,Valid AQI,370.07,Very Poor,PM2.5,2026-07-16T10:45,35.1,47,0.0,0.0,17.4,277,979.0,0,43.39,Moderate trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,34.59,Moderate,2026-07-16 10:51:20
haryana__dharuhera__municipal_corporation_office_dharuhera_hspcb,"Municipal Corporation Office, Dharuhera -  HSPCB",Dharuhera,Haryana,28.2068,76.7997,2026-07-16 05:00:00,2026-07-16 05:38:19,122.0,103.0,29.0,8.0,72.0,8.0,8.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,35.0,47,0.0,0.0,16.6,282,976.2,2,45.04,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,55.9,High,2026-07-16 10:51:20
haryana__faridabad__new_industrial_town_faridabad_hspcb,"New Industrial Town, Faridabad - HSPCB",Faridabad,Haryana,28.39072,77.30059,2026-07-16 05:00:00,2026-07-16 05:38:19,135.0,133.0,25.0,13.0,23.0,14.0,11.0,335.56,Very Poor,CO,True,Valid AQI,335.56,Very Poor,CO,2026-07-16T10:45,35.6,44,0.0,0.0,12.4,283,980.2,14,52.73,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,70,High urban pressure,65,High road density proxy,Proxy from city/station naming,Proxy geospatial features,60.9,High,2026-07-16 10:51:20
haryana__faridabad__sector_11_faridabad_hspcb,"Sector 11, Faridabad - HSPCB",Faridabad,Haryana,28.376058,77.315741,2026-07-16 05:00:00,2026-07-16 05:38:19,196.0,180.0,31.0,9.0,67.0,16.0,9.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,35.6,44,0.0,0.0,12.4,283,980.6,14,52.73,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,70,High urban pressure,65,High road density proxy,Proxy from city/station naming,Proxy geospatial features,76.21,Critical,2026-07-16 10:51:20
haryana__faridabad__sector_30_faridabad_hspcb,"Sector 30, Faridabad - HSPCB",Faridabad,Haryana,28.4417,77.3217,2026-07-16 05:00:00,2026-07-16 05:38:19,85.0,117.0,38.0,3.0,50.0,12.0,11.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,35.4,45,0.0,0.0,12.0,284,980.8,12,53.63,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,70,High urban pressure,65,High road density proxy,Proxy from city/station naming,Proxy geospatial features,76.59,Critical,2026-07-16 10:51:20
haryana__fatehabad__huda_sector_fatehabad_hspcb,"Huda Sector, Fatehabad - HSPCB",Fatehabad,Haryana,29.503664,75.467934,2026-07-16 05:00:00,2026-07-16 05:38:19,139.0,153.0,19.0,70.0,48.0,31.0,14.0,487.55,Severe,CO,True,Valid AQI,487.55,Severe,CO,2026-07-16T10:45,36.0,45,0.0,0.0,10.6,267,978.8,20,56.96,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,59.72,High,2026-07-16 10:51:20
haryana__gurugram__nise_gwal_pahari_gurugram_iitm,"NISE Gwal Pahari, Gurugram - IITM",Gurugram,Haryana,28.422681,77.148944,2026-07-16 05:00:00,2026-07-16 05:38:19,67.0,151.0,15.0,,59.0,11.0,,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,34.7,48,0.0,0.0,14.2,282,975.3,7,50.25,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,70.29,High,2026-07-16 10:51:20
haryana__gurugram__sector_51_gurugram_hspcb,"Sector-51, Gurugram - HSPCB",Gurugram,Haryana,28.4227,77.0667,2026-07-16 05:00:00,2026-07-16 05:38:19,199.0,153.0,40.0,,27.0,14.0,13.0,360.86,Very Poor,PM2.5,True,Valid AQI,360.86,Very Poor,PM2.5,2026-07-16T10:45,34.7,48,0.0,0.0,14.2,282,977.6,7,50.25,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,70,High urban pressure,65,High road density proxy,Proxy from city/station naming,Proxy geospatial features,62.22,High,2026-07-16 10:51:20
haryana__gurugram__teri_gram_gurugram_hspcb,"Teri Gram, Gurugram - HSPCB",Gurugram,Haryana,28.4275,77.1465,2026-07-16 05:00:00,2026-07-16 05:38:19,106.0,86.0,28.0,13.0,30.0,11.0,6.0,376.57,Very Poor,CO,True,Valid AQI,376.57,Very Poor,CO,2026-07-16T10:45,34.7,48,0.0,0.0,14.2,282,975.3,7,50.25,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,58.8,High,2026-07-16 10:51:20
haryana__gurugram__vikas_sadan_gurugram_hspcb,"Vikas Sadan, Gurugram - HSPCB",Gurugram,Haryana,28.4501238,77.0263051,2026-07-16 05:00:00,2026-07-16 05:38:19,331.0,212.0,6.0,1.0,26.0,8.0,,432.81,Severe,PM2.5,True,Valid AQI,432.81,Severe,PM2.5,2026-07-16T10:45,35.2,45,0.0,0.0,14.1,280,978.8,6,49.23,Moderate trapping,True,North India,Dense urban proxy,Proxy from station/city naming,60,High urban pressure,55,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,63.61,High,2026-07-16 10:51:20
haryana__hisar__urban_estate_ii_hisar_hspcb,"Urban Estate-II, Hisar - HSPCB",Hisar,Haryana,29.14056,75.744941,2026-07-16 05:00:00,2026-07-16 05:38:19,125.0,144.0,28.0,11.0,101.0,36.0,11.0,500.0,Severe,CO,True,Valid AQI,500.0,Severe,CO,2026-07-16T10:45,37.1,38,0.0,0.0,11.4,274,979.4,11,52.04,Moderate trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,58.82,High,2026-07-16 10:51:20
haryana__jind__police_lines_jind_hspcb,"Police Lines, Jind - HSPCB",Jind,Haryana,29.307814,76.337619,2026-07-16 05:00:00,2026-07-16 05:38:19,206.0,120.0,13.0,28.0,6.0,10.0,5.0,366.23,Very Poor,PM2.5,True,Valid AQI,366.23,Very Poor,PM2.5,2026-07-16T10:45,34.8,53,0.0,0.0,10.3,264,977.7,4,58.84,Moderate trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,40.68,Moderate,2026-07-16 10:51:20
haryana__kaithal__rishi_nagar_kaithal_hspcb,"Rishi Nagar, Kaithal - HSPCB",Kaithal,Haryana,29.8006,76.4155,2026-07-16 05:00:00,2026-07-16 05:38:19,,,,,21.0,69.0,,323.85,Very Poor,CO,False,Insufficient pollutants,,Unknown,,2026-07-16T10:45,34.6,57,0.0,0.0,7.6,282,976.3,14,66.2,High trapping,True,North India,General urban / semi-urban proxy,Proxy from station/city naming,15,Low urban pressure,20,Low road density proxy,Proxy from city/station naming,Proxy geospatial features,,Unknown,2026-07-16 10:51:20
haryana__karnal__sector_12_karnal_hspcb,"Sector-12, Karnal - HSPCB",Karnal,Haryana,29.6953,77.0027,2026-07-16 05:00:00,2026-07-16 05:38:19,165.0,131.0,15.0,13.0,49.0,8.0,8.0,493.77,Severe,CO,True,Valid AQI,493.77,Severe,CO,2026-07-16T10:45,33.8,60,0.0,0.0,9.1,292,975.6,17,64.89,High trapping,True,North India,Industrial / mixed urban proxy,Proxy from station/city naming,35,Moderate urban pressure,30,Moderate road density proxy,Proxy from city/station naming,Proxy geospatial features,63.6,High,2026-07-16 10:51:20
