station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,PM2.5_sub_index,PM10_sub_index,NO2_sub_index,SO2_sub_index,CO_sub_index,O3_sub_index,NH3_sub_index,aqi,dominant_pollutant,aqi_category,snapshot_fetch_time,station_id,valid_pollutant_count,has_particulate,aqi_is_valid,aqi_quality_flag,reported_aqi,reported_aqi_category,reported_dominant_pollutant
"Maguda Nagar, Indore - IMC",Indore,Madhya Pradesh,22.7524,75.8872,2026-07-16 05:00:00,23.0,35.0,3.0,18.0,17.0,12.0,,38.33,35.0,3.75,22.5,300.0,12.0,,300.0,CO,Poor,2026-07-16 05:38:19,madhya_pradesh__indore__maguda_nagar_indore_imc,6,True,True,Valid AQI,300.0,Poor,CO
"Regional Park, Indore - IMC",Indore,Madhya Pradesh,22.678,75.8559,2026-07-16 05:00:00,38.0,,,35.0,88.0,5.0,,62.83,,,43.75,500.0,5.0,,500.0,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__indore__regional_park_indore_imc,4,True,True,Valid AQI,500.0,Severe,CO
"Residency Area, Indore - IMC",Indore,Madhya Pradesh,22.7084,75.8815,2026-07-16 05:00:00,40.0,48.0,7.0,3.0,9.0,6.0,0.0,66.21,48.0,8.75,3.75,187.47,6.0,0.0,187.47,CO,Moderate,2026-07-16 05:38:19,madhya_pradesh__indore__residency_area_indore_imc,7,True,True,Valid AQI,187.47,Moderate,CO
"Govindh Bhavan Colony, Jabalpur - JMC",Jabalpur,Madhya Pradesh,23.163174,79.973061,2026-07-16 05:00:00,33.0,37.0,10.0,3.0,12.0,15.0,3.0,54.38,37.0,12.5,3.75,228.26,15.0,0.75,228.26,CO,Poor,2026-07-16 05:38:19,madhya_pradesh__jabalpur__govindh_bhavan_colony_jabalpur_jmc,7,True,True,Valid AQI,228.26,Poor,CO
"Gupteshwar, Jabalpur - JMC",Jabalpur,Madhya Pradesh,23.142888,79.916147,2026-07-16 05:00:00,56.0,78.0,16.0,6.0,30.0,11.0,2.0,93.24,78.0,20.0,7.5,376.57,11.0,0.5,376.57,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__jabalpur__gupteshwar_jabalpur_jmc,7,True,True,Valid AQI,376.57,Very Poor,CO
"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,23.168606,79.932247,2026-07-16 05:00:00,37.0,76.0,25.0,10.0,36.0,32.0,1.0,61.14,76.0,31.25,12.5,412.83,32.0,0.25,412.83,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__jabalpur__marhatal_jabalpur_mppcb,7,True,True,Valid AQI,412.83,Severe,CO
"Suhagi, Jabalpur - JMC",Jabalpur,Madhya Pradesh,23.218135,79.95777,2026-07-16 05:00:00,26.0,19.0,13.0,6.0,49.0,31.0,3.0,43.33,19.0,16.25,7.5,493.77,31.0,0.75,493.77,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__jabalpur__suhagi_jabalpur_jmc,7,True,True,Valid AQI,493.77,Severe,CO
"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,23.50016,80.23284,2026-07-16 05:00:00,56.0,118.0,12.0,46.0,29.0,29.0,2.0,93.24,112.3,15.0,57.28,370.71,29.0,0.5,370.71,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__katni__gole_bazar_katni_mppcb,7,True,True,Valid AQI,370.71,Very Poor,CO
"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,24.2613009,80.7231783,2026-07-16 05:00:00,,52.0,,15.0,22.0,,,,52.0,,18.75,329.7,,,329.7,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__maihar__sahilara_maihar_kjs_cements,3,True,True,Valid AQI,329.7,Very Poor,CO
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,23.10844,77.511428,2026-07-16 05:00:00,54.0,108.0,30.0,6.0,26.0,29.0,,89.86,105.65,37.5,7.5,353.14,29.0,,353.14,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__mandideep__sector_d_industrial_area_mandideep_mppcb,6,True,True,Valid AQI,353.14,Very Poor,CO
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,22.624758,75.675238,2026-07-16 05:00:00,76.0,67.0,8.0,,,30.0,,152.21,67.0,10.0,,,30.0,,152.21,PM2.5,Moderate,2026-07-16 05:38:19,madhya_pradesh__pithampur__sector_2_industrial_area_pithampur_mppcb,4,True,True,Valid AQI,152.21,Moderate,PM2.5
"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,23.838586,78.759431,2026-07-16 05:00:00,42.0,57.0,9.0,7.0,35.0,26.0,2.0,69.59,57.0,11.25,8.75,406.6,26.0,0.5,406.6,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__sagar__civil_lines_sagar_mppcb,7,True,True,Valid AQI,406.6,Severe,CO
"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,24.58434363,80.8549414,2026-07-16 05:00:00,50.0,70.0,,18.0,18.0,,,83.1,70.0,,22.5,306.27,,,306.27,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__satna__bandhavgar_colony_satna_birla_cement,4,True,True,Valid AQI,306.27,Very Poor,CO
"Suryakiran Bhawan NCL, Singrauli - MPPCB",Singrauli,Madhya Pradesh,24.10897,82.64558,2026-07-16 05:00:00,,98.0,59.0,35.0,,10.0,,,98.0,73.62,43.75,,10.0,,98.0,PM10,Satisfactory,2026-07-16 05:38:19,madhya_pradesh__singrauli__suryakiran_bhawan_ncl_singrauli_mppcb,4,True,True,Valid AQI,98.0,Satisfactory,PM10
"Mahashweta Nagar, Ujjain - MPPCB",Ujjain,Madhya Pradesh,23.1633321,75.800225,2026-07-16 05:00:00,42.0,67.0,12.0,8.0,25.0,,6.0,69.59,67.0,15.0,10.0,347.28,,1.5,347.28,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__ujjain__mahashweta_nagar_ujjain_mppcb,6,True,True,Valid AQI,347.28,Very Poor,CO
"Tarakpur, Ahmednagar - MPCB",Ahmednagar,Maharashtra,19.10122,74.73339,2026-07-16 05:00:00,31.0,42.0,16.0,19.0,13.0,7.0,6.0,51.0,42.0,20.0,23.75,242.61,7.0,1.5,242.61,CO,Poor,2026-07-16 05:38:19,maharashtra__ahmednagar__tarakpur_ahmednagar_mpcb,7,True,True,Valid AQI,242.61,Poor,CO
"Ramdaspeth, Akola - MPCB",Akola,Maharashtra,20.719516,77.000253,2026-07-16 05:00:00,45.0,77.0,11.0,5.0,16.0,10.0,8.0,74.66,77.0,13.75,6.25,285.65,10.0,2.0,285.65,CO,Poor,2026-07-16 05:38:19,maharashtra__akola__ramdaspeth_akola_mpcb,7,True,True,Valid AQI,285.65,Poor,CO
"Chinchpada, Ambernath - MPCB",Ambernath,Maharashtra,19.215784,73.199781,2026-07-16 05:00:00,36.0,67.0,4.0,2.0,13.0,3.0,4.0,59.45,67.0,5.0,2.5,242.61,3.0,1.0,242.61,CO,Poor,2026-07-16 05:38:19,maharashtra__ambernath__chinchpada_ambernath_mpcb,7,True,True,Valid AQI,242.61,Poor,CO
"Shivneri Colony, Amravati - MPCB",Amravati,Maharashtra,20.9402359,77.7895248,2026-07-16 05:00:00,36.0,52.0,6.0,8.0,11.0,14.0,2.0,59.45,52.0,7.5,10.0,213.91,14.0,0.5,213.91,CO,Poor,2026-07-16 05:38:19,maharashtra__amravati__shivneri_colony_amravati_mpcb,7,True,True,Valid AQI,213.91,Poor,CO
"Shri Shivaji Science College, Amravati - MPCB",Amravati,Maharashtra,20.939198,77.765701,2026-07-16 05:00:00,33.0,67.0,4.0,5.0,18.0,15.0,2.0,54.38,67.0,5.0,6.25,306.27,15.0,0.5,306.27,CO,Very Poor,2026-07-16 05:38:19,maharashtra__amravati__shri_shivaji_science_college_amravati_mpcb,7,True,True,Valid AQI,306.27,Very Poor,CO
"MIDC Chilkalthana, Aurangabad - MPCB",Aurangabad,Maharashtra,19.87562,75.38731,2026-07-16 05:00:00,60.0,88.0,7.0,7.0,26.0,18.0,2.0,100.0,88.0,8.75,8.75,353.14,18.0,0.5,353.14,CO,Very Poor,2026-07-16 05:38:19,maharashtra__aurangabad__midc_chilkalthana_aurangabad_mpcb,7,True,True,Valid AQI,353.14,Very Poor,CO
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,19.8389439,75.244448,2026-07-16 05:00:00,50.0,50.0,10.0,28.0,86.0,13.0,7.0,83.1,50.0,12.5,35.0,500.0,13.0,1.75,500.0,CO,Severe,2026-07-16 05:38:19,maharashtra__aurangabad__more_chowk_waluj_aurangabad_mpcb,7,True,True,Valid AQI,500.0,Severe,CO
"Rachnakar Colony, Aurangabad - MPCB",Aurangabad,Maharashtra,19.863756,75.321188,2026-07-16 05:00:00,52.0,64.0,19.0,5.0,27.0,8.0,1.0,86.48,64.0,23.75,6.25,358.99,8.0,0.25,358.99,CO,Very Poor,2026-07-16 05:38:19,maharashtra__aurangabad__rachnakar_colony_aurangabad_mpcb,7,True,True,Valid AQI,358.99,Very Poor,CO
"Katrap, Badlapur - MPCB",Badlapur,Maharashtra,19.16485,73.23409,2026-07-16 05:00:00,43.0,48.0,17.0,3.0,19.0,26.0,7.0,71.28,48.0,21.25,3.75,312.13,26.0,1.75,312.13,CO,Very Poor,2026-07-16 05:38:19,maharashtra__badlapur__katrap_badlapur_mpcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Bir, Beed - MPCB",Beed,Maharashtra,18.988474,75.753873,2026-07-16 05:00:00,26.0,62.0,13.0,3.0,14.0,10.0,3.0,43.33,62.0,16.25,3.75,256.96,10.0,0.75,256.96,CO,Poor,2026-07-16 05:38:19,maharashtra__beed__bir_beed_mpcb,7,True,True,Valid AQI,256.96,Poor,CO
"CBD Belapur, Belapur - MPCB",Belapur,Maharashtra,19.0243902,73.0406721,2026-07-16 05:00:00,45.0,67.0,22.0,9.0,16.0,19.0,3.0,74.66,67.0,27.5,11.25,285.65,19.0,0.75,285.65,CO,Poor,2026-07-16 05:38:19,maharashtra__belapur__cbd_belapur_belapur_mpcb,7,True,True,Valid AQI,285.65,Poor,CO
"Gokul Nagar, Bhiwandi - MPCB",Bhiwandi,Maharashtra,19.309073,73.057223,2026-07-16 05:00:00,35.0,57.0,26.0,3.0,12.0,13.0,7.0,57.76,57.0,32.5,3.75,228.26,13.0,1.75,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__bhiwandi__gokul_nagar_bhiwandi_mpcb,7,True,True,Valid AQI,228.26,Poor,CO
"Khaira, Boisar - MPCB",Boisar,Maharashtra,19.786089,72.757971,2026-07-16 05:00:00,40.0,53.0,18.0,15.0,16.0,20.0,4.0,66.21,53.0,22.5,18.75,285.65,20.0,1.0,285.65,CO,Poor,2026-07-16 05:38:19,maharashtra__boisar__khaira_boisar_mpcb,7,True,True,Valid AQI,285.65,Poor,CO
"Chauhan Colony, Chandrapur - MPCB",Chandrapur,Maharashtra,19.9629,79.298714,2026-07-16 05:00:00,58.0,91.0,12.0,17.0,51.0,17.0,2.0,96.62,91.0,15.0,21.25,500.0,17.0,0.5,500.0,CO,Severe,2026-07-16 05:38:19,maharashtra__chandrapur__chauhan_colony_chandrapur_mpcb,7,True,True,Valid AQI,500.0,Severe,CO
"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,19.9775302,79.2337086,2026-07-16 05:00:00,21.0,57.0,,4.0,39.0,14.0,,35.0,57.0,,5.0,431.51,14.0,,431.51,CO,Severe,2026-07-16 05:38:19,maharashtra__chandrapur__midc_khutala_chandrapur_mpcb,5,True,True,Valid AQI,431.51,Severe,CO
"Kalu Nagar, Dombivli - MPCB",Dombivli,Maharashtra,19.2268427,73.0788456,2026-07-16 05:00:00,8.0,26.0,11.0,6.0,13.0,5.0,1.0,13.33,26.0,13.75,7.5,242.61,5.0,0.25,242.61,CO,Poor,2026-07-16 05:38:19,maharashtra__dombivli__kalu_nagar_dombivli_mpcb,7,True,True,Valid AQI,242.61,Poor,CO
"Ashta Vinayak Nagar, Hingoli - MPCB",Hingoli,Maharashtra,19.710842,77.151824,2026-07-16 05:00:00,21.0,37.0,9.0,4.0,9.0,33.0,2.0,35.0,37.0,11.25,5.0,187.47,33.0,0.5,187.47,CO,Moderate,2026-07-16 05:38:19,maharashtra__hingoli__ashta_vinayak_nagar_hingoli_mpcb,7,True,True,Valid AQI,187.47,Moderate,CO
"Old MIDC, Jalna - MPCB",Jalna,Maharashtra,19.854616,75.905894,2026-07-16 05:00:00,25.0,36.0,19.0,8.0,11.0,1.0,4.0,41.67,36.0,23.75,10.0,213.91,1.0,1.0,213.91,CO,Poor,2026-07-16 05:38:19,maharashtra__jalna__old_midc_jalna_mpcb,7,True,True,Valid AQI,213.91,Poor,CO
"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,19.25292,73.142019,2026-07-16 05:00:00,,,,,,8.0,,,,,,,8.0,,8.0,O3,Good,2026-07-16 05:38:19,maharashtra__kalyan__khadakpada_kalyan_mpcb,1,False,False,Insufficient pollutants,,Unknown,
"Pimpleshwar Mandir, Kalyan - MPCB",Kalyan,Maharashtra,19.192056,72.9585188,2026-07-16 05:00:00,56.0,,23.0,11.0,40.0,11.0,6.0,93.24,,28.75,13.75,437.74,11.0,1.5,437.74,CO,Severe,2026-07-16 05:38:19,maharashtra__kalyan__pimpleshwar_mandir_kalyan_mpcb,6,True,True,Valid AQI,437.74,Severe,CO
"Shivaji University, Kolhapur - MPCB",Kolhapur,Maharashtra,16.6870449,74.2505872,2026-07-16 05:00:00,39.0,51.0,11.0,1.0,6.0,12.0,3.0,64.52,51.0,13.75,1.25,149.87,12.0,0.75,149.87,CO,Moderate,2026-07-16 05:38:19,maharashtra__kolhapur__shivaji_university_kolhapur_mpcb,7,True,True,Valid AQI,149.87,Moderate,CO
"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,Maharashtra,16.7143745,74.2426398,2026-07-16 05:00:00,29.0,52.0,16.0,2.0,8.0,19.0,2.0,48.33,52.0,20.0,2.5,174.94,19.0,0.5,174.94,CO,Moderate,2026-07-16 05:38:19,maharashtra__kolhapur__sinchan_bhavan_kolhapur_mpcb,7,True,True,Valid AQI,174.94,Moderate,CO
"Sawe Wadi, Latur - MPCB",Latur,Maharashtra,18.39963,76.57452,2026-07-16 05:00:00,32.0,42.0,9.0,5.0,12.0,21.0,3.0,52.69,42.0,11.25,6.25,228.26,21.0,0.75,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__latur__sawe_wadi_latur_mpcb,7,True,True,Valid AQI,228.26,Poor,CO
"Kamble Tarf Birwadi, Mahad - MPCB",Mahad,Maharashtra,18.1023399,73.4783687,2026-07-16 05:00:00,58.0,50.0,22.0,18.0,22.0,16.0,6.0,96.62,50.0,27.5,22.5,329.7,16.0,1.5,329.7,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mahad__kamble_tarf_birwadi_mahad_mpcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Mahesh Nagar, Malegaon - MPCB",Malegaon,Maharashtra,20.555712,74.529236,2026-07-16 05:00:00,71.0,78.0,,,15.0,13.0,1.0,135.14,78.0,,,271.3,13.0,0.25,271.3,CO,Poor,2026-07-16 05:38:19,maharashtra__malegaon__mahesh_nagar_malegaon_mpcb,5,True,True,Valid AQI,271.3,Poor,CO
"Bhayandar West, Mira-Bhayandar - MPCB",Mira-Bhayandar,Maharashtra,19.296481,72.840923,2026-07-16 05:00:00,26.0,30.0,3.0,4.0,17.0,8.0,4.0,43.33,30.0,3.75,5.0,300.0,8.0,1.0,300.0,CO,Poor,2026-07-16 05:38:19,maharashtra__mira_bhayandar__bhayandar_west_mira_bhayandar_mpcb,7,True,True,Valid AQI,300.0,Poor,CO
"Bandra Kurla Complex, Mumbai - IITM",Mumbai,Maharashtra,19.053536,72.84643,2026-07-16 05:00:00,18.0,60.0,10.0,4.0,10.0,15.0,4.0,30.0,60.0,12.5,5.0,200.0,15.0,1.0,200.0,CO,Moderate,2026-07-16 05:38:19,maharashtra__mumbai__bandra_kurla_complex_mumbai_iitm,7,True,True,Valid AQI,200.0,Moderate,CO
"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,Maharashtra,19.065931,72.862131,2026-07-16 05:00:00,47.0,61.0,12.0,5.0,28.0,10.0,3.0,78.03,61.0,15.0,6.25,364.85,10.0,0.75,364.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__bandra_kurla_complex_mumbai_mpcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Borivali East, Mumbai - IITM",Mumbai,Maharashtra,19.23241,72.86895,2026-07-16 05:00:00,33.0,58.0,21.0,,1.0,17.0,3.0,54.38,58.0,26.25,,50.0,17.0,0.75,58.0,PM10,Satisfactory,2026-07-16 05:38:19,maharashtra__mumbai__borivali_east_mumbai_iitm,6,True,True,Valid AQI,58.0,Satisfactory,PM10
"Byculla, Mumbai - BMC",Mumbai,Maharashtra,18.9767,72.838,2026-07-16 05:00:00,22.0,37.0,13.0,7.0,19.0,7.0,2.0,36.67,37.0,16.25,8.75,312.13,7.0,0.5,312.13,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__byculla_mumbai_bmc,7,True,True,Valid AQI,312.13,Very Poor,CO
"Chakala-Andheri East, Mumbai - IITM",Mumbai,Maharashtra,19.11074,72.86084,2026-07-16 05:00:00,22.0,46.0,13.0,4.0,10.0,10.0,6.0,36.67,46.0,16.25,5.0,200.0,10.0,1.5,200.0,CO,Moderate,2026-07-16 05:38:19,maharashtra__mumbai__chakala_andheri_east_mumbai_iitm,7,True,True,Valid AQI,200.0,Moderate,CO
"Chembur, Mumbai - MPCB",Mumbai,Maharashtra,19.0364585,72.8954371,2026-07-16 05:00:00,19.0,48.0,9.0,1.0,19.0,5.0,4.0,31.67,48.0,11.25,1.25,312.13,5.0,1.0,312.13,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__chembur_mumbai_mpcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Deonar, Mumbai - IITM",Mumbai,Maharashtra,19.04946,72.923,2026-07-16 05:00:00,19.0,90.0,5.0,2.0,38.0,9.0,6.0,31.67,90.0,6.25,2.5,425.28,9.0,1.5,425.28,CO,Severe,2026-07-16 05:38:19,maharashtra__mumbai__deonar_mumbai_iitm,7,True,True,Valid AQI,425.28,Severe,CO
"Ghatkopar, Mumbai - BMC",Mumbai,Maharashtra,19.083694,72.920967,2026-07-16 05:00:00,27.0,74.0,11.0,1.0,23.0,30.0,6.0,45.0,74.0,13.75,1.25,335.56,30.0,1.5,335.56,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__ghatkopar_mumbai_bmc,7,True,True,Valid AQI,335.56,Very Poor,CO
"Kandivali West, Mumbai - BMC",Mumbai,Maharashtra,19.215859,72.831718,2026-07-16 05:00:00,25.0,24.0,17.0,1.0,12.0,6.0,2.0,41.67,24.0,21.25,1.25,228.26,6.0,0.5,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__mumbai__kandivali_west_mumbai_bmc,7,True,True,Valid AQI,228.26,Poor,CO
"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,Maharashtra,19.0632143,72.8456324,2026-07-16 05:00:00,26.0,45.0,9.0,5.0,19.0,15.0,4.0,43.33,45.0,11.25,6.25,312.13,15.0,1.0,312.13,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__kherwadi_bandra_east_mumbai_mpcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Khindipada-Bhandup West, Mumbai - IITM",Mumbai,Maharashtra,19.1653323,72.922099,2026-07-16 05:00:00,23.0,47.0,19.0,4.0,31.0,8.0,1.0,38.33,47.0,23.75,5.0,382.43,8.0,0.25,382.43,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__khindipada_bhandup_west_mumbai_iitm,7,True,True,Valid AQI,382.43,Very Poor,CO
"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,19.0863,72.8888,2026-07-16 05:00:00,65.0,75.0,7.0,29.0,25.0,28.0,2.0,114.66,75.0,8.75,36.25,347.28,28.0,0.5,347.28,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__kurla_mumbai_mpcb,7,True,True,Valid AQI,347.28,Very Poor,CO
"Malad West, Mumbai - IITM",Mumbai,Maharashtra,19.19709,72.82204,2026-07-16 05:00:00,18.0,58.0,,5.0,35.0,10.0,,30.0,58.0,,6.25,406.6,10.0,,406.6,CO,Severe,2026-07-16 05:38:19,maharashtra__mumbai__malad_west_mumbai_iitm,5,True,True,Valid AQI,406.6,Severe,CO
"Mazgaon, Mumbai - IITM",Mumbai,Maharashtra,18.96702,72.84214,2026-07-16 05:00:00,33.0,59.0,22.0,12.0,43.0,20.0,2.0,54.38,59.0,27.5,15.0,456.42,20.0,0.5,456.42,CO,Severe,2026-07-16 05:38:19,maharashtra__mumbai__mazgaon_mumbai_iitm,7,True,True,Valid AQI,456.42,Severe,CO
"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,Maharashtra,18.897756,72.81332,2026-07-16 05:00:00,34.0,63.0,66.0,10.0,34.0,26.0,6.0,56.07,63.0,82.41,12.5,400.0,26.0,1.5,400.0,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__navy_nagar_colaba_mumbai_iitm,7,True,True,Valid AQI,400.0,Very Poor,CO
"Powai, Mumbai - MPCB",Mumbai,Maharashtra,19.1375,72.915056,2026-07-16 05:00:00,,18.0,7.0,16.0,,,,,18.0,8.75,20.0,,,,20.0,SO2,Good,2026-07-16 05:38:19,maharashtra__mumbai__powai_mumbai_mpcb,3,True,True,Valid AQI,20.0,Good,SO2
"Sewri, Mumbai - BMC",Mumbai,Maharashtra,19.000084,72.85673,2026-07-16 05:00:00,,,,,16.0,14.0,,,,,,285.65,14.0,,285.65,CO,Poor,2026-07-16 05:38:19,maharashtra__mumbai__sewri_mumbai_bmc,2,False,False,Insufficient pollutants,,Unknown,
"Shivaji Nagar, Mumbai - BMC",Mumbai,Maharashtra,19.060498,72.923356,2026-07-16 05:00:00,30.0,59.0,12.0,6.0,28.0,8.0,4.0,50.0,59.0,15.0,7.5,364.85,8.0,1.0,364.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__shivaji_nagar_mumbai_bmc,7,True,True,Valid AQI,364.85,Very Poor,CO
"Siddharth Nagar-Worli, Mumbai - IITM",Mumbai,Maharashtra,19.000083,72.813993,2026-07-16 05:00:00,30.0,62.0,15.0,,11.0,23.0,1.0,50.0,62.0,18.75,,213.91,23.0,0.25,213.91,CO,Poor,2026-07-16 05:38:19,maharashtra__mumbai__siddharth_nagar_worli_mumbai_iitm,6,True,True,Valid AQI,213.91,Poor,CO
"Sion, Mumbai - MPCB",Mumbai,Maharashtra,19.047,72.8746,2026-07-16 05:00:00,15.0,20.0,42.0,,18.0,,6.0,25.0,20.0,52.26,,306.27,,1.5,306.27,CO,Very Poor,2026-07-16 05:38:19,maharashtra__mumbai__sion_mumbai_mpcb,5,True,True,Valid AQI,306.27,Very Poor,CO
"Worli, Mumbai - MPCB",Mumbai,Maharashtra,18.9936162,72.8128113,2026-07-16 05:00:00,42.0,65.0,6.0,4.0,37.0,7.0,6.0,69.59,65.0,7.5,5.0,419.06,7.0,1.5,419.06,CO,Severe,2026-07-16 05:38:19,maharashtra__mumbai__worli_mumbai_mpcb,7,True,True,Valid AQI,419.06,Severe,CO
"Ambazari, Nagpur - MPCB",Nagpur,Maharashtra,21.121801,79.04952,2026-07-16 05:00:00,40.0,63.0,10.0,7.0,15.0,10.0,4.0,66.21,63.0,12.5,8.75,271.3,10.0,1.0,271.3,CO,Poor,2026-07-16 05:38:19,maharashtra__nagpur__ambazari_nagpur_mpcb,7,True,True,Valid AQI,271.3,Poor,CO
"Mahal, Nagpur - MPCB",Nagpur,Maharashtra,21.14472,79.107595,2026-07-16 05:00:00,48.0,72.0,17.0,19.0,21.0,14.0,4.0,79.72,72.0,21.25,23.75,323.85,14.0,1.0,323.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__nagpur__mahal_nagpur_mpcb,7,True,True,Valid AQI,323.85,Very Poor,CO
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,21.152875,79.0517531,2026-07-16 05:00:00,41.0,79.0,16.0,5.0,28.0,9.0,5.0,67.9,79.0,20.0,6.25,364.85,9.0,1.25,364.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__nagpur__opp_gpo_civil_lines_nagpur_mpcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Ram Nagar, Nagpur - MPCB",Nagpur,Maharashtra,21.143383,79.048912,2026-07-16 05:00:00,44.0,59.0,10.0,9.0,13.0,9.0,4.0,72.97,59.0,12.5,11.25,242.61,9.0,1.0,242.61,CO,Poor,2026-07-16 05:38:19,maharashtra__nagpur__ram_nagar_nagpur_mpcb,7,True,True,Valid AQI,242.61,Poor,CO
"Sneh Nagar, Nanded - MPCB",Nanded,Maharashtra,19.173852,77.296291,2026-07-16 05:00:00,26.0,55.0,23.0,6.0,21.0,44.0,4.0,43.33,55.0,28.75,7.5,323.85,44.0,1.0,323.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__nanded__sneh_nagar_nanded_mpcb,7,True,True,Valid AQI,323.85,Very Poor,CO
"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,20.0073285,73.7762427,2026-07-16 05:00:00,37.0,36.0,5.0,5.0,22.0,21.0,3.0,61.14,36.0,6.25,6.25,329.7,21.0,0.75,329.7,CO,Very Poor,2026-07-16 05:38:19,maharashtra__nashik__gangapur_road_nashik_mpcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Hirawadi, Nashik - MPCB",Nashik,Maharashtra,20.021503,73.813844,2026-07-16 05:00:00,33.0,45.0,5.0,10.0,33.0,20.0,4.0,54.38,45.0,6.25,12.5,394.14,20.0,1.0,394.14,CO,Very Poor,2026-07-16 05:38:19,maharashtra__nashik__hirawadi_nashik_mpcb,7,True,True,Valid AQI,394.14,Very Poor,CO
"MIDC Ambad, Nashik - MPCB",Nashik,Maharashtra,19.95022,73.73148,2026-07-16 05:00:00,41.0,63.0,5.0,2.0,15.0,19.0,3.0,67.9,63.0,6.25,2.5,271.3,19.0,0.75,271.3,CO,Poor,2026-07-16 05:38:19,maharashtra__nashik__midc_ambad_nashik_mpcb,7,True,True,Valid AQI,271.3,Poor,CO
"Pandav Nagari, Nashik - MPCB",Nashik,Maharashtra,19.9591346,73.7788008,2026-07-16 05:00:00,25.0,53.0,4.0,2.0,10.0,17.0,1.0,41.67,53.0,5.0,2.5,200.0,17.0,0.25,200.0,CO,Moderate,2026-07-16 05:38:19,maharashtra__nashik__pandav_nagari_nashik_mpcb,7,True,True,Valid AQI,200.0,Moderate,CO
"Kopripada-Vashi, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.090337,73.014232,2026-07-16 05:00:00,41.0,46.0,11.0,1.0,20.0,22.0,8.0,67.9,46.0,13.75,1.25,317.99,22.0,2.0,317.99,CO,Very Poor,2026-07-16 05:38:19,maharashtra__navi_mumbai__kopripada_vashi_navi_mumbai_mpcb,7,True,True,Valid AQI,317.99,Very Poor,CO
"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.1135051,73.008978,2026-07-16 05:00:00,27.0,59.0,43.0,17.0,47.0,9.0,1.0,45.0,59.0,53.51,21.25,481.32,9.0,0.25,481.32,CO,Severe,2026-07-16 05:38:19,maharashtra__navi_mumbai__mahape_navi_mumbai_mpcb,7,True,True,Valid AQI,481.32,Severe,CO
