station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,PM2.5_sub_index,PM10_sub_index,NO2_sub_index,SO2_sub_index,CO_sub_index,O3_sub_index,NH3_sub_index,aqi,dominant_pollutant,aqi_category,snapshot_fetch_time,station_id,valid_pollutant_count,has_particulate,aqi_is_valid,aqi_quality_flag,reported_aqi,reported_aqi_category,reported_dominant_pollutant
"OP Jindal School, Kunjemura - CECB",Kunjemura,Chhattisgarh,22.12665,83.483212,2026-07-16 05:00:00,13.0,50.0,19.0,13.0,22.0,7.0,2.0,21.67,50.0,23.75,16.25,329.7,7.0,0.5,329.7,CO,Very Poor,2026-07-16 05:38:19,chhattisgarh__kunjemura__op_jindal_school_kunjemura_cecb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Govt. Higher Secondary School, Milupara - CECB",Milupara,Chhattisgarh,22.1910172,83.5197009,2026-07-16 05:00:00,29.0,37.0,25.0,14.0,7.0,4.0,1.0,48.33,37.0,31.25,17.5,162.41,4.0,0.25,162.41,CO,Moderate,2026-07-16 05:38:19,chhattisgarh__milupara__govt_higher_secondary_school_milupara_cecb,7,True,True,Valid AQI,162.41,Moderate,CO
"AIIMS, Raipur - CECB",Raipur,Chhattisgarh,21.258815,81.578979,2026-07-16 05:00:00,,,,,18.0,9.0,,,,,,306.27,9.0,,306.27,CO,Very Poor,2026-07-16 05:38:19,chhattisgarh__raipur__aiims_raipur_cecb,2,False,False,Insufficient pollutants,,Unknown,
"Bhatagaon New ISBT, Raipur - CECB",Raipur,Chhattisgarh,21.219665,81.630094,2026-07-16 05:00:00,15.0,41.0,2.0,3.0,19.0,5.0,2.0,25.0,41.0,2.5,3.75,312.13,5.0,0.5,312.13,CO,Very Poor,2026-07-16 05:38:19,chhattisgarh__raipur__bhatagaon_new_isbt_raipur_cecb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Krishak Nagar, Raipur - CECB",Raipur,Chhattisgarh,21.237755,81.705301,2026-07-16 05:00:00,22.0,31.0,7.0,4.0,20.0,0.0,2.0,36.67,31.0,8.75,5.0,317.99,0.0,0.5,317.99,CO,Very Poor,2026-07-16 05:38:19,chhattisgarh__raipur__krishak_nagar_raipur_cecb,7,True,True,Valid AQI,317.99,Very Poor,CO
"Siltara Phase-II, Raipur - CECB",Raipur,Chhattisgarh,21.371751,81.664929,2026-07-16 05:00:00,30.0,59.0,6.0,13.0,17.0,9.0,2.0,50.0,59.0,7.5,16.25,300.0,9.0,0.5,300.0,CO,Poor,2026-07-16 05:38:19,chhattisgarh__raipur__siltara_phase_ii_raipur_cecb,7,True,True,Valid AQI,300.0,Poor,CO
"OP Jindal Industrial Park, Tumidih - CECB",Tumidih,Chhattisgarh,22.06631475,83.33820077,2026-07-16 05:00:00,28.0,35.0,21.0,5.0,15.0,27.0,1.0,46.67,35.0,26.25,6.25,271.3,27.0,0.25,271.3,CO,Poor,2026-07-16 05:38:19,chhattisgarh__tumidih__op_jindal_industrial_park_tumidih_cecb,7,True,True,Valid AQI,271.3,Poor,CO
"Alipur, Delhi - DPCC",Delhi,Delhi,28.815329,77.15301,2026-07-16 05:00:00,73.0,180.0,62.0,10.0,36.0,4.0,16.0,141.97,153.49,77.38,12.5,412.83,4.0,4.0,412.83,CO,Severe,2026-07-16 05:38:19,delhi__delhi__alipur_delhi_dpcc,7,True,True,Valid AQI,412.83,Severe,CO
"Anand Vihar, Delhi - DPCC",Delhi,Delhi,28.647622,77.315809,2026-07-16 05:00:00,138.0,334.0,49.0,9.0,31.0,4.0,7.0,314.05,284.0,61.05,11.25,382.43,4.0,1.75,382.43,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__anand_vihar_delhi_dpcc,7,True,True,Valid AQI,382.43,Very Poor,CO
"Ashok Vihar, Delhi - DPCC",Delhi,Delhi,28.695381,77.181665,2026-07-16 05:00:00,85.0,174.0,25.0,12.0,51.0,5.0,5.0,182.93,149.5,31.25,15.0,500.0,5.0,1.25,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__ashok_vihar_delhi_dpcc,7,True,True,Valid AQI,500.0,Severe,CO
"Aya Nagar, Delhi - IITM",Delhi,Delhi,28.4706914,77.1099364,2026-07-16 05:00:00,63.0,138.0,15.0,,30.0,18.0,,107.83,125.58,18.75,,376.57,18.0,,376.57,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__aya_nagar_delhi_iitm,5,True,True,Valid AQI,376.57,Very Poor,CO
"Bawana, Delhi - DPCC",Delhi,Delhi,28.7762,77.051074,2026-07-16 05:00:00,,170.0,6.0,9.0,29.0,7.0,4.0,,146.85,7.5,11.25,370.71,7.0,1.0,370.71,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__bawana_delhi_dpcc,6,True,True,Valid AQI,370.71,Very Poor,CO
"Burari Crossing, Delhi - IITM",Delhi,Delhi,28.7256504,77.2011573,2026-07-16 05:00:00,71.0,136.0,18.0,,53.0,29.0,,135.14,124.26,22.5,,500.0,29.0,,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__burari_crossing_delhi_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"CRRI Mathura Road, Delhi - IITM",Delhi,Delhi,28.5512005,77.2735737,2026-07-16 05:00:00,80.0,190.0,55.0,,63.0,11.0,,165.86,160.13,68.59,,500.0,11.0,,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__crri_mathura_road_delhi_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"Cantonment Area, Delhi - DPCC",Delhi,Delhi,28.594169,77.1251,2026-07-16 05:00:00,35.0,115.0,14.0,3.0,28.0,10.0,6.0,57.76,110.3,17.5,3.75,364.85,10.0,1.5,364.85,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__cantonment_area_delhi_dpcc,7,True,True,Valid AQI,364.85,Very Poor,CO
"Chandni Chowk, Delhi - IITM",Delhi,Delhi,28.656756,77.227234,2026-07-16 05:00:00,75.0,80.0,23.0,,58.0,16.0,5.0,148.79,80.0,28.75,,500.0,16.0,1.25,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__chandni_chowk_delhi_iitm,6,True,True,Valid AQI,500.0,Severe,CO
"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,28.615828,77.271992,2026-07-16 05:00:00,72.0,132.0,35.0,7.0,46.0,8.0,,138.55,121.6,43.75,8.75,475.09,8.0,,475.09,CO,Severe,2026-07-16 05:38:19,delhi__delhi__commonwealth_sports_complex_delhi_dpcc,6,True,True,Valid AQI,475.09,Severe,CO
"DTU, Delhi - CPCB",Delhi,Delhi,28.7500499,77.1112615,2026-07-16 05:00:00,70.0,142.0,21.0,,25.0,23.0,10.0,131.72,128.24,26.25,,347.28,23.0,2.5,347.28,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__dtu_delhi_cpcb,6,True,True,Valid AQI,347.28,Very Poor,CO
"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,Delhi,28.498571,77.26484,2026-07-16 05:00:00,56.0,,24.0,11.0,25.0,15.0,6.0,93.24,,30.0,13.75,347.28,15.0,1.5,347.28,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__dr_karni_singh_shooting_range_delhi_dpcc,6,True,True,Valid AQI,347.28,Very Poor,CO
"Dwarka-Sector 8, Delhi - DPCC",Delhi,Delhi,28.5710274,77.0719006,2026-07-16 05:00:00,47.0,170.0,36.0,,,,6.0,78.03,146.85,45.0,,,,1.5,146.85,PM10,Moderate,2026-07-16 05:38:19,delhi__delhi__dwarka_sector_8_delhi_dpcc,4,True,True,Valid AQI,146.85,Moderate,PM10
"IGI Airport (T3), Delhi - IITM",Delhi,Delhi,28.5627763,77.1180053,2026-07-16 05:00:00,71.0,148.0,105.0,,59.0,36.0,,135.14,132.23,125.0,,500.0,36.0,,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__igi_airport_t3_delhi_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"IGNOU_Maidan Garhi, Delhi - DPCC",Delhi,Delhi,28.493624,77.201159,2026-07-16 05:00:00,40.0,138.0,17.0,4.0,34.0,7.0,5.0,66.21,125.58,21.25,5.0,400.0,7.0,1.25,400.0,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__ignou_maidan_garhi_delhi_dpcc,7,True,True,Valid AQI,400.0,Very Poor,CO
"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,Delhi,28.6811736,77.3025234,2026-07-16 05:00:00,104.0,128.0,19.0,16.0,74.0,21.0,6.0,245.38,118.94,23.75,20.0,500.0,21.0,1.5,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__ihbas_dilshad_garden_delhi_cpcb,7,True,True,Valid AQI,500.0,Severe,CO
"IIT Delhi, Delhi - IITM",Delhi,Delhi,28.54246,77.191651,2026-07-16 05:00:00,73.0,224.0,37.0,,30.0,24.0,,141.97,182.72,46.25,,376.57,24.0,,376.57,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__iit_delhi_delhi_iitm,5,True,True,Valid AQI,376.57,Very Poor,CO
"IMD Lodhi Road, Delhi - IITM",Delhi,Delhi,28.5918245,77.2273074,2026-07-16 05:00:00,69.0,144.0,15.0,,34.0,7.0,,128.31,129.57,18.75,,400.0,7.0,,400.0,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__imd_lodhi_road_delhi_iitm,5,True,True,Valid AQI,400.0,Very Poor,CO
"ITO, Delhi - CPCB",Delhi,Delhi,28.628624,77.24106,2026-07-16 05:00:00,54.0,117.0,58.0,25.0,46.0,26.0,5.0,89.86,111.63,72.36,31.25,475.09,26.0,1.25,475.09,CO,Severe,2026-07-16 05:38:19,delhi__delhi__ito_delhi_cpcb,7,True,True,Valid AQI,475.09,Severe,CO
"JNU, Delhi - DPCC",Delhi,Delhi,28.540721,77.168544,2026-07-16 05:00:00,68.0,135.0,24.0,1.0,22.0,21.0,3.0,124.9,123.59,30.0,1.25,329.7,21.0,0.75,329.7,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__jnu_delhi_dpcc,7,True,True,Valid AQI,329.7,Very Poor,CO
"Jahangirpuri, Delhi - DPCC",Delhi,Delhi,28.73282,77.170633,2026-07-16 05:00:00,116.0,209.0,29.0,13.0,41.0,6.0,4.0,286.34,172.76,36.25,16.25,443.96,6.0,1.0,443.96,CO,Severe,2026-07-16 05:38:19,delhi__delhi__jahangirpuri_delhi_dpcc,7,True,True,Valid AQI,443.96,Severe,CO
"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,Delhi,28.58028,77.233829,2026-07-16 05:00:00,64.0,153.0,28.0,11.0,54.0,14.0,15.0,111.24,135.55,35.0,13.75,500.0,14.0,3.75,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__jawaharlal_nehru_stadium_delhi_dpcc,7,True,True,Valid AQI,500.0,Severe,CO
"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,Delhi,28.611281,77.237738,2026-07-16 05:00:00,38.0,129.0,34.0,19.0,25.0,8.0,10.0,62.83,119.6,42.5,23.75,347.28,8.0,2.5,347.28,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__major_dhyan_chand_national_stadium_delhi_dpcc,7,True,True,Valid AQI,347.28,Very Poor,CO
"Mandir Marg, Delhi - DPCC",Delhi,Delhi,28.636429,77.201067,2026-07-16 05:00:00,43.0,147.0,44.0,,,,6.0,71.28,131.56,54.77,,,,1.5,131.56,PM10,Moderate,2026-07-16 05:38:19,delhi__delhi__mandir_marg_delhi_dpcc,4,True,True,Valid AQI,131.56,Moderate,PM10
"Mundka, Delhi - DPCC",Delhi,Delhi,28.684678,77.076574,2026-07-16 05:00:00,67.0,189.0,85.0,8.0,41.0,2.0,7.0,121.48,159.47,105.0,10.0,443.96,2.0,1.75,443.96,CO,Severe,2026-07-16 05:38:19,delhi__delhi__mundka_delhi_dpcc,7,True,True,Valid AQI,443.96,Severe,CO
"NSIT Dwarka, Delhi - CPCB",Delhi,Delhi,28.60909,77.0325413,2026-07-16 05:00:00,101.0,74.0,39.0,,46.0,33.0,7.0,235.14,74.0,48.75,,475.09,33.0,1.75,475.09,CO,Severe,2026-07-16 05:38:19,delhi__delhi__nsit_dwarka_delhi_cpcb,6,True,True,Valid AQI,475.09,Severe,CO
"NSUT Jaffarpur, Delhi - DPCC",Delhi,Delhi,28.594004,76.909423,2026-07-16 05:00:00,66.0,123.0,17.0,6.0,45.0,14.0,3.0,118.07,115.62,21.25,7.5,468.87,14.0,0.75,468.87,CO,Severe,2026-07-16 05:38:19,delhi__delhi__nsut_jaffarpur_delhi_dpcc,7,True,True,Valid AQI,468.87,Severe,CO
"Najafgarh, Delhi - DPCC",Delhi,Delhi,28.570173,76.933762,2026-07-16 05:00:00,49.0,132.0,21.0,6.0,33.0,13.0,6.0,81.41,121.6,26.25,7.5,394.14,13.0,1.5,394.14,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__najafgarh_delhi_dpcc,7,True,True,Valid AQI,394.14,Very Poor,CO
"Narela, Delhi - DPCC",Delhi,Delhi,28.822836,77.101981,2026-07-16 05:00:00,73.0,172.0,27.0,16.0,41.0,6.0,8.0,141.97,148.17,33.75,20.0,443.96,6.0,2.0,443.96,CO,Severe,2026-07-16 05:38:19,delhi__delhi__narela_delhi_dpcc,7,True,True,Valid AQI,443.96,Severe,CO
"Nehru Nagar, Delhi - DPCC",Delhi,Delhi,28.56789,77.250515,2026-07-16 05:00:00,69.0,160.0,30.0,22.0,39.0,18.0,7.0,128.31,140.2,37.5,27.5,431.51,18.0,1.75,431.51,CO,Severe,2026-07-16 05:38:19,delhi__delhi__nehru_nagar_delhi_dpcc,7,True,True,Valid AQI,431.51,Severe,CO
"North Campus, DU, Delhi - IITM",Delhi,Delhi,28.6573814,77.1585447,2026-07-16 05:00:00,73.0,160.0,86.0,,82.0,24.0,,141.97,140.2,106.0,,500.0,24.0,,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__north_campus_du_delhi_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"Okhla Phase-2, Delhi - DPCC",Delhi,Delhi,28.530785,77.271255,2026-07-16 05:00:00,62.0,157.0,32.0,18.0,30.0,8.0,7.0,104.41,138.21,40.0,22.5,376.57,8.0,1.75,376.57,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__okhla_phase_2_delhi_dpcc,7,True,True,Valid AQI,376.57,Very Poor,CO
"Punjabi Bagh, Delhi - DPCC",Delhi,Delhi,28.674045,77.131023,2026-07-16 05:00:00,83.0,154.0,20.0,37.0,30.0,9.0,3.0,176.1,136.21,25.0,46.25,376.57,9.0,0.75,376.57,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__punjabi_bagh_delhi_dpcc,7,True,True,Valid AQI,376.57,Very Poor,CO
"Pusa, Delhi - DPCC",Delhi,Delhi,28.639652,77.146275,2026-07-16 05:00:00,69.0,190.0,52.0,10.0,46.0,4.0,13.0,128.31,160.13,64.82,12.5,475.09,4.0,3.25,475.09,CO,Severe,2026-07-16 05:38:19,delhi__delhi__pusa_delhi_dpcc,7,True,True,Valid AQI,475.09,Severe,CO
"Pusa, Delhi - IITM",Delhi,Delhi,28.63611,77.173332,2026-07-16 05:00:00,68.0,128.0,56.0,,30.0,45.0,,124.9,118.94,69.85,,376.57,45.0,,376.57,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__pusa_delhi_iitm,5,True,True,Valid AQI,376.57,Very Poor,CO
"R K Puram, Delhi - DPCC",Delhi,Delhi,28.563262,77.186937,2026-07-16 05:00:00,69.0,177.0,43.0,23.0,24.0,8.0,5.0,128.31,151.5,53.51,28.75,341.42,8.0,1.25,341.42,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__r_k_puram_delhi_dpcc,7,True,True,Valid AQI,341.42,Very Poor,CO
"Rohini, Delhi - DPCC",Delhi,Delhi,28.732528,77.11992,2026-07-16 05:00:00,61.0,181.0,29.0,8.0,66.0,4.0,7.0,101.0,154.15,36.25,10.0,500.0,4.0,1.75,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__rohini_delhi_dpcc,7,True,True,Valid AQI,500.0,Severe,CO
"Shadipur, Delhi - CPCB",Delhi,Delhi,28.6514781,77.1473105,2026-07-16 05:00:00,152.0,146.0,45.0,13.0,45.0,52.0,10.0,324.79,130.9,56.03,16.25,468.87,52.0,2.5,468.87,CO,Severe,2026-07-16 05:38:19,delhi__delhi__shadipur_delhi_cpcb,7,True,True,Valid AQI,468.87,Severe,CO
"Sirifort, Delhi - CPCB",Delhi,Delhi,28.5504249,77.2159377,2026-07-16 05:00:00,91.0,152.0,10.0,21.0,18.0,9.0,4.0,201.0,134.89,12.5,26.25,306.27,9.0,1.0,306.27,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__sirifort_delhi_cpcb,7,True,True,Valid AQI,306.27,Very Poor,CO
"Sonia Vihar, Delhi - DPCC",Delhi,Delhi,28.710508,77.249485,2026-07-16 05:00:00,75.0,159.0,9.0,4.0,57.0,8.0,14.0,148.79,139.54,11.25,5.0,500.0,8.0,3.5,500.0,CO,Severe,2026-07-16 05:38:19,delhi__delhi__sonia_vihar_delhi_dpcc,7,True,True,Valid AQI,500.0,Severe,CO
"Sri Aurobindo Marg, Delhi - DPCC",Delhi,Delhi,28.531346,77.190156,2026-07-16 05:00:00,54.0,144.0,24.0,15.0,36.0,14.0,3.0,89.86,129.57,30.0,18.75,412.83,14.0,0.75,412.83,CO,Severe,2026-07-16 05:38:19,delhi__delhi__sri_aurobindo_marg_delhi_dpcc,7,True,True,Valid AQI,412.83,Severe,CO
"Talkatora Garden, Delhi - DPCC",Delhi,Delhi,28.62181,77.1944633,2026-07-16 05:00:00,67.0,123.0,23.0,,39.0,10.0,4.0,121.48,115.62,28.75,,431.51,10.0,1.0,431.51,CO,Severe,2026-07-16 05:38:19,delhi__delhi__talkatora_garden_delhi_dpcc,6,True,True,Valid AQI,431.51,Severe,CO
"Vivek Vihar, Delhi - DPCC",Delhi,Delhi,28.672342,77.31526,2026-07-16 05:00:00,62.0,163.0,38.0,10.0,34.0,20.0,6.0,104.41,142.19,47.5,12.5,400.0,20.0,1.5,400.0,CO,Very Poor,2026-07-16 05:38:19,delhi__delhi__vivek_vihar_delhi_dpcc,7,True,True,Valid AQI,400.0,Very Poor,CO
"Wazirpur, Delhi - DPCC",Delhi,Delhi,28.699793,77.165453,2026-07-16 05:00:00,100.0,228.0,39.0,9.0,42.0,16.0,6.0,231.72,185.38,48.75,11.25,450.19,16.0,1.5,450.19,CO,Severe,2026-07-16 05:38:19,delhi__delhi__wazirpur_delhi_dpcc,7,True,True,Valid AQI,450.19,Severe,CO
"Chandkheda, Ahmedabad - IITM",Ahmedabad,Gujarat,23.107969,72.574648,2026-07-16 05:00:00,32.0,63.0,13.0,7.0,31.0,3.0,5.0,52.69,63.0,16.25,8.75,382.43,3.0,1.25,382.43,CO,Very Poor,2026-07-16 05:38:19,gujarat__ahmedabad__chandkheda_ahmedabad_iitm,7,True,True,Valid AQI,382.43,Very Poor,CO
"Gyaspur, Ahmedabad - IITM",Ahmedabad,Gujarat,22.977134,72.553024,2026-07-16 05:00:00,21.0,79.0,19.0,12.0,27.0,11.0,6.0,35.0,79.0,23.75,15.0,358.99,11.0,1.5,358.99,CO,Very Poor,2026-07-16 05:38:19,gujarat__ahmedabad__gyaspur_ahmedabad_iitm,7,True,True,Valid AQI,358.99,Very Poor,CO
"Maninagar, Ahmedabad - GPCB",Ahmedabad,Gujarat,23.002657,72.591912,2026-07-16 05:00:00,56.0,76.0,34.0,36.0,28.0,19.0,,93.24,76.0,42.5,45.0,364.85,19.0,,364.85,CO,Very Poor,2026-07-16 05:38:19,gujarat__ahmedabad__maninagar_ahmedabad_gpcb,6,True,True,Valid AQI,364.85,Very Poor,CO
"Raikhad, Ahmedabad - IITM",Ahmedabad,Gujarat,23.020509,72.579261,2026-07-16 05:00:00,33.0,76.0,18.0,16.0,42.0,11.0,4.0,54.38,76.0,22.5,20.0,450.19,11.0,1.0,450.19,CO,Severe,2026-07-16 05:38:19,gujarat__ahmedabad__raikhad_ahmedabad_iitm,7,True,True,Valid AQI,450.19,Severe,CO
"Rakhial, Ahmedabad - IITM",Ahmedabad,Gujarat,23.016834,72.625775,2026-07-16 05:00:00,28.0,66.0,11.0,15.0,31.0,9.0,4.0,46.67,66.0,13.75,18.75,382.43,9.0,1.0,382.43,CO,Very Poor,2026-07-16 05:38:19,gujarat__ahmedabad__rakhial_ahmedabad_iitm,7,True,True,Valid AQI,382.43,Very Poor,CO
"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,Gujarat,23.041137,72.456691,2026-07-16 05:00:00,43.0,50.0,4.0,1.0,3.0,12.0,2.0,71.28,50.0,5.0,1.25,112.28,12.0,0.5,112.28,CO,Moderate,2026-07-16 05:38:19,gujarat__ahmedabad__sac_isro_bopal_ahmedabad_iitm,7,True,True,Valid AQI,112.28,Moderate,CO
"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,Gujarat,23.023389,72.515201,2026-07-16 05:00:00,47.0,59.0,26.0,5.0,96.0,16.0,3.0,78.03,59.0,32.5,6.25,500.0,16.0,0.75,500.0,CO,Severe,2026-07-16 05:38:19,gujarat__ahmedabad__sac_isro_satellite_ahmedabad_iitm,7,True,True,Valid AQI,500.0,Severe,CO
"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,Gujarat,23.076793,72.627874,2026-07-16 05:00:00,32.0,77.0,11.0,15.0,46.0,11.0,1.0,52.69,77.0,13.75,18.75,475.09,11.0,0.25,475.09,CO,Severe,2026-07-16 05:38:19,gujarat__ahmedabad__svpi_airport_hansol_ahmedabad_iitm,7,True,True,Valid AQI,475.09,Severe,CO
"GIDC, Ankleshwar - GPCB",Ankleshwar,Gujarat,21.613267,73.010555,2026-07-16 05:00:00,39.0,62.0,27.0,22.0,49.0,9.0,5.0,64.52,62.0,33.75,27.5,493.77,9.0,1.25,493.77,CO,Severe,2026-07-16 05:38:19,gujarat__ankleshwar__gidc_ankleshwar_gpcb,7,True,True,Valid AQI,493.77,Severe,CO
"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,Gujarat,21.755417,72.139056,2026-07-16 05:00:00,28.0,50.0,49.0,7.0,80.0,19.0,4.0,46.67,50.0,61.05,8.75,500.0,19.0,1.0,500.0,CO,Severe,2026-07-16 05:38:19,gujarat__bhavnagar__vidhyanagar_bhavnagar_nexteng_enviro,7,True,True,Valid AQI,500.0,Severe,CO
"GIFT City, Gandhinagar - IITM",Gandhinagar,Gujarat,23.163798,72.677768,2026-07-16 05:00:00,28.0,71.0,28.0,2.0,29.0,7.0,2.0,46.67,71.0,35.0,2.5,370.71,7.0,0.5,370.71,CO,Very Poor,2026-07-16 05:38:19,gujarat__gandhinagar__gift_city_gandhinagar_iitm,7,True,True,Valid AQI,370.71,Very Poor,CO
"IIPHG Lekawada, Gandhinagar - IITM",Gandhinagar,Gujarat,23.243639,72.68994,2026-07-16 05:00:00,22.0,60.0,7.0,3.0,36.0,4.0,1.0,36.67,60.0,8.75,3.75,412.83,4.0,0.25,412.83,CO,Severe,2026-07-16 05:38:19,gujarat__gandhinagar__iiphg_lekawada_gandhinagar_iitm,7,True,True,Valid AQI,412.83,Severe,CO
"Sector-10, Gandhinagar - GPCB",Gandhinagar,Gujarat,23.221714,72.654328,2026-07-16 05:00:00,30.0,40.0,7.0,5.0,20.0,2.0,1.0,50.0,40.0,8.75,6.25,317.99,2.0,0.25,317.99,CO,Very Poor,2026-07-16 05:38:19,gujarat__gandhinagar__sector_10_gandhinagar_gpcb,7,True,True,Valid AQI,317.99,Very Poor,CO
"Sadanand Nagar, Mehsana - Nexteng Enviro",Mehsana,Gujarat,23.59315,72.372792,2026-07-16 05:00:00,48.0,57.0,10.0,13.0,70.0,11.0,1.0,79.72,57.0,12.5,16.25,500.0,11.0,0.25,500.0,CO,Severe,2026-07-16 05:38:19,gujarat__mehsana__sadanand_nagar_mehsana_nexteng_enviro,7,True,True,Valid AQI,500.0,Severe,CO
"Mavdi, Rajkot - Nexteng Enviro",Rajkot,Gujarat,22.248853,70.776774,2026-07-16 05:00:00,37.0,43.0,65.0,10.0,90.0,10.0,1.0,61.14,43.0,81.15,12.5,500.0,10.0,0.25,500.0,CO,Severe,2026-07-16 05:38:19,gujarat__rajkot__mavdi_rajkot_nexteng_enviro,7,True,True,Valid AQI,500.0,Severe,CO
"Katargam, Surat - Nexteng Enviro",Surat,Gujarat,21.217779,72.834787,2026-07-16 05:00:00,22.0,63.0,14.0,8.0,40.0,5.0,1.0,36.67,63.0,17.5,10.0,437.74,5.0,0.25,437.74,CO,Severe,2026-07-16 05:38:19,gujarat__surat__katargam_surat_nexteng_enviro,7,True,True,Valid AQI,437.74,Severe,CO
"Science Center, Surat - SMC",Surat,Gujarat,21.170046,72.795405,2026-07-16 05:00:00,19.0,43.0,3.0,15.0,34.0,,,31.67,43.0,3.75,18.75,400.0,,,400.0,CO,Very Poor,2026-07-16 05:38:19,gujarat__surat__science_center_surat_smc,5,True,True,Valid AQI,400.0,Very Poor,CO
"Bapunagar, Vadodara - Nexteng Enviro",Vadodara,Gujarat,22.320153,73.216285,2026-07-16 05:00:00,46.0,54.0,12.0,6.0,96.0,4.0,2.0,76.34,54.0,15.0,7.5,500.0,4.0,0.5,500.0,CO,Severe,2026-07-16 05:38:19,gujarat__vadodara__bapunagar_vadodara_nexteng_enviro,7,True,True,Valid AQI,500.0,Severe,CO
"Phase-1 GIDC, Vapi - GPCB",Vapi,Gujarat,20.362421,72.918013,2026-07-16 05:00:00,67.0,67.0,19.0,24.0,,5.0,3.0,121.48,67.0,23.75,30.0,,5.0,0.75,121.48,PM2.5,Moderate,2026-07-16 05:38:19,gujarat__vapi__phase_1_gidc_vapi_gpcb,6,True,True,Valid AQI,121.48,Moderate,PM2.5
"Phase-4 GIDC, Vatva - GPCB",Vatva,Gujarat,22.969611,72.6435,2026-07-16 05:00:00,108.0,110.0,36.0,7.0,31.0,11.0,2.0,259.03,106.98,45.0,8.75,382.43,11.0,0.5,382.43,CO,Very Poor,2026-07-16 05:38:19,gujarat__vatva__phase_4_gidc_vatva_gpcb,7,True,True,Valid AQI,382.43,Very Poor,CO
"Patti Mehar, Ambala - HSPCB",Ambala,Haryana,30.379589,76.778328,2026-07-16 05:00:00,99.0,135.0,6.0,39.0,54.0,37.0,8.0,228.31,123.59,7.5,48.75,500.0,37.0,2.0,500.0,CO,Severe,2026-07-16 05:38:19,haryana__ambala__patti_mehar_ambala_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"Arya Nagar, Bahadurgarh - HSPCB",Bahadurgarh,Haryana,28.6701,76.9254,2026-07-16 05:00:00,177.0,101.0,18.0,6.0,49.0,26.0,11.0,343.98,101.0,22.5,7.5,493.77,26.0,2.75,493.77,CO,Severe,2026-07-16 05:38:19,haryana__bahadurgarh__arya_nagar_bahadurgarh_hspcb,7,True,True,Valid AQI,493.77,Severe,CO
"Nathu Colony, Ballabgarh - HSPCB",Ballabgarh,Haryana,28.3419248,77.319699,2026-07-16 05:00:00,173.0,161.0,20.0,3.0,51.0,4.0,5.0,340.91,140.87,25.0,3.75,500.0,4.0,1.25,500.0,CO,Severe,2026-07-16 05:38:19,haryana__ballabgarh__nathu_colony_ballabgarh_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
